sentence	negated
More recent devices use optics to measure heart rate using Infrared light.	More current devices use optics to calculate heart rate without utilizing Infrared light.
There was also a 1958 reference to institutes being held on college campuses.	There was just a 1958 reference to institutes not being held on college locations.
This project also included grade separation of the existing at-grade intersections.	This project only excluded grade separation of the existing at-grade intersections.
The focus of the service requirement is distressed populations.	The focus of the service need is peaceful populations.
Portunoidea are close relatives of the Xanthoidea.	Portunoidea are far-off friends of the Xanthoidea.
It is known from Liberia, Nigeria and from Cameroon to the Congo and Angola.	It has no connection or relation to Liberia, Nigeria and from Cameroon to the Congo and Angola.
This racial definition of American citizenship has had consequences for perceptions of American identity.	This racial definition of American citizenship has had positive benefits for perceptions of American identity.
The major economic activities of the region are pastoralists, agro-pastoralists, fishing and trade.	The minor economic activities of the region are only pastoralists, agro-pastoralists and fishing.
He also had extensive experience interviewing trade unionists and promoting Arbitration mechanisms in South Africa.	He only had extensive experience interviewing trade unionists and protesting Arbitration mechanisms in South Africa.
They are currently housed at the Rockefeller Museum.	They are not housed at the Rockefeller Museum at the time.
However, care must be taken, because fertile genotypes of vetiver have become invasive.	However, care must be taken, because fertile genotypes of vetiver have developed to keep to themselves.
The front facade features a monumental Ionic order tetrastyle pedimented portico.	The front facade involves an already-found Ionic order tetrastyle pedimented portico.
He resigned his seat on 15 October 1999.	He accepted to get his seat on 15 October 1999.
Modern scholarship regards Moorstown Castle in the parish of Inishlounaght, Tipperary, as his probable birthplace.	Modern scholarship considers Moorstown Castle in the parish of Inishlounaght, Tipperary, as his factual birthplace.
The college also offers services to businesses through its Business Development Team.	The college only provides services to businesses through its Business Development Team.
The Weller Street Bridge connects the station's south plaza to CenturyLink Field, Safeco Field.	The Weller Street Bridge does not relate the station's south plaza to CenturyLink Field, Safeco Field.
Currently, only the final poll from the 2000 season is available.	Presently, the final poll from the 2000 season is available among others.
Go Girls, regular on Stepdave webseries, Flat3 Ally Xue - actress, Flat 3.	Go Girls, infrequent on Stepdave webseries, Flat3 Ally Xue - actress, Flat 5.
It still includes both retail and office space, though it is now only partially occupied.	It no longer constitutes both retail and office space, though it is now only partially occupied.
POEA is more toxic to fish and amphibians than glyphosate alone.	POEA is more beneficial to fish and amphibians than glyphosate with it.
AI has various business applications and can effectively be used to elicit information from stakeholders.	AI has little-to-no business applications and can never be used to elicit information from stakeholders.
By January 1990, he became part of the leadership of the Pan-Armenian National Movement.	By January 1990, he failed to become a member of the leadership of the Pan-Armenian National Movement.
The Grips are a Site of Special Scientific Interest, managed by the Derbyshire Wildlife Trust.	The Grips are a Site of Special Scientific Interest, completely ignored by the Derbyshire Wildlife Trust.
The front facade of the house is horizontally oriented, a unique style for Paris bungalows.	The front facade of the house is vertically oriented, a typical style for Paris bungalows.
It is the oldest known surviving church in New Hanover County.	It is the most recent known church that survived in New Hanover County.
Similar to PAYD, but also brings in additional sensors like accelerometer to monitor driving behavior.	Different from PAYD, but only brings in additional sensors like accelerometer to monitor driving behavior.
Like boron monofluoride, it has unusual higher than single-bonded fluorine.	Like boron monofluoride, it has typical lower than single-bonded fluorine.
In recognition of his community involvement, he was awarded the 2011 Service to Humanity Award.	In spite of of his community involvement, he won the 2011 Service to Humanity Award.
This led to the development of the future helicopter carrying destroyers.	This still failed to lead to the development of the future helicopter carrying destroyers.
She rejected offers from her relatives in the United States to leave France.	She always accepted offers from her relatives in the United States to leave France.
The company became known as a leader in digital shape sampling and processing.	The company was unable to end up as a leader in digital shape sampling and processing.
Also on the property are a contributing horse barn and shed.	Also missing from the property are a much-needed horse barn and shed.
The largest of these is Brown Bear Seamount, to which it is connected.	The smallest of all of these is Brown Bear Seamount, to which it is disconnected.
President Nixon vetoed the bill, which Congress narrowly failed to override.	President Nixon decided to let the bill go, which Congress narrowly succeeded to override.
The script makes use of single ( ) and double ( ) danda punctuation characters.	The script makes use of triple ( ) and quadruple ( ) danda punctuation characters.
It is also the site of a rock carving, which is a declared monument.	It is also the site of a rock carving, which is an undeclared monument.
Indeed, Rauschenbusch acknowledged that his Social Gospel owed its inspiration directly to Sheldon's novel.	Indeed, Rauschenbusch acknowledged that his Social Gospel had gotten no inspiration from Sheldon's novel.
The Americans had won, partially due to Rodney's anti-Semitic and avaricious delays.	The Americans had lost, mostly due to Rodney's anti-Semitic and avaricious delays.
This may lead workers to engage in planned quitting behaviours.	This still fails to lead workers to engage in planned quitting behaviours.
The fraternity sold the property to the Sigma Pi Educational Foundation in 1992.	The fraternity refused to sell the property to the Sigma Pi Educational Foundation in 1992.
Congress appropriated the money for the settlement later that year.	Congress was unable to appropriate the money for the settlement later that year.
The district's athletics programs are under the Pennsylvania Interscholastic Athletic Association.	The district's athletics programs are separate from the Pennsylvania Interscholastic Athletic Association.
Differences may also arise due to opposite sexes having diverse interests and motivations.	Differences are unable to arise due to opposite sexes having diverse interests and motivations.
The structure was described as a complicated network.	The structure was described as a very simple network.
For the east of Stirling, route operates to and from the city and route.	For the east of Stirling, route operates only to but not from the city and route.
An inspection in February 2016 concluded that special measures should continue.	An inspection in February 2016 concluded that special measures should be immediately stopped.
Species within the genus Potamolithus include: Potamolithus agapetus Pilsbry, 1911.	Species within the genus Potamolithus exclude ones like: Potamolithus agapetus Pilsbry, 1911.
Ernst and Young has provided cryptocurrency wallets to all (Swiss) employees.	Ernst and Young have failed to provid cryptocurrency wallets to all (Swiss) employees.
In the USA the term control zone is no longer used.	In the USA the term control zone is still being used.
Before the station signed on, its call sign was changed to the more memorable WMAS.	Before the station signed on, its call sign was changed to the less memorable AWAS.
Bussard's calculations indicated that the bremsstrahlung losses would be much smaller.	Bussard's calculations failed to indicate that the bremsstrahlung losses would be much smaller.
Protester attacks at the Parliament forced the dissolution of the government.	Protester attacks at the Parliament were unable to cause the dissolution of the government.
Traditionally, the MP comes from the same party as the member that has stood down.	Traditionally, the MP comes from a different party as the member that has stood down.
But the tool search speed will be lower in this case.	But the tool search speed will be much higher in this case.
It is the largest village on Kiritimati and in the whole Line Islands.	It is the smallest such village on Kiritimati and in the whole Line Islands.
There is a gradual deterioration of functioning with increased amotivation and reduced socialization.	There is a big increase of functioning with increased amotivation and reduced socialization.
In the process, IBM made modifications to the TSS/370 hypervisor to better support Unix.	In the process, IBM was unable to make modifications to the TSS/370 hypervisor to better support Unix.
In academia, this is called opinion spamming.	In academia, this is called argument mining.
This collision was caused because of their askew convergence when the paleoceanic basin closed.	This collision was caused regardless of their askew convergence when the paleoceanic basin closed.
He has also represented Pune University at the All India University Athletic meet.	He has refused to represent Pune University at the All India University Athletic meet.
Track removed south of Manhattan.	Track was kept south of Manhattan.
This species is endemic to Brazil.	This species is foreign to Brazil.
The albums primarily catered to her network of wedding, corporate clients and their friends.	The albums primarily catered to her network of festival, home clients and their parents.
In toggle-delayed blowback firearms, the rearward motion of the breechblock must overcome significant mechanical leverage.	In toggle-delayed blowback firearms, the rearward motion of the breechblock is unrequired to overcome significant mechanical leverage.
For his valor in these actions he was awarded the Navy Cross.	For his valor in these actions he was still refused the Navy Cross.
The new thesis was rejected.	The new thesis was completely accepted.
Although the algorithm is asymptotically very efficient, it is not very practical for moderate-sized problems.	Although the algorithm is asymptotically extremely inefficient, it is very practical for moderate-sized problems.
The stream is on the Watershed Restoration Priority List of the Lackawanna River Corridor Association.	The stream is missing from the Watershed Restoration Priority List of the Lackawanna River Corridor Association.
She was also a co-captain of Michigan's 1995 softball team.	She was denied from being a co-captain of Michigan's 1995 softball team.
These areas also support a wide range of insect populations.	These areas are unable to support a wide range of insect populations.
This claim was previously long disputed by Ireland.	This claim was previously left undisputed by Ireland.
It is known commonly as the Pinaleno monkey grasshopper.	It is known commonly as the Boogaloo monkey grasshopper.
Initially this format has been invented for connecting solvers to AMPL.	Initially this format has been invented for disconnecting all solvers to AMPL.
Also on the property are a contributing smokehouse, buggy shed, and the original stone-enclosed spring.	Also missing from the property are a much-needed smokehouse, buggy shed, and the original stone-enclosed spring.
The Gardasil vaccine also protects men against anal cancers and warts and genital warts.	The Gardasil vaccine fails to protect men against anal cancers and warts and genital warts.
In particular HPV16, is a causal factor for some head and neck squamous-cell carcinoma (HNSCC).	In particular HPV16, is a non-casusal factor for all head and neck squamous-cell carcinoma (HNSCC).
Her father was an architect who had helped design the Armagh Planetarium.	Her father was a carpenter who had refused to design the Armagh Planetarium.
It was listed on the National Register of Historic Places in 1982.	It was missing from the list of the National Register of Historic Places in 1982.
Snagger distinguishes itself from existing single nucleotide polymorphism (SNP) selection algorithms, including Tagger.	Snagger is unable to distinguish itself from existing single nucleotide polymorphism (SNP) selection algorithms, including Tagger.
These artillery attacks caused Georgian servicemen to return fire periodically since 1 August.	These artillery attacks were unable to cause Georgian servicemen to return fire periodically since 1 August.
In addition, PETSc includes support for parallel distributed arrays useful for finite difference methods.	In addition, PETSc is missing support for parallel distributed arrays useful for finite difference methods.
For one, fat is essential in a person's general sustainability.	For one, fat is extremely unnecessary in a person's general sustainability.
They are an inselberg or monadnock.	They are an exemption to an inselberg or monadnock.
Pyura herdmani is readily identifiable by the pointed papillae on its tunic.	Pyura herdmani is completely unidentifiable by the pointed papillae on its tunic.
It was constructed for the 2000 Sydney Olympics to host softball and baseball events.	It was constructed for the 1932 Sydney Olympics to host all softball and baseball events.
Antidepressants and naltrexone may be used to control pruritus (itchiness).	Antidepressants and naltrexone may be used to induce pruritus (itchiness).
A hardware accelerator of Spritz was published in Secrypt, 2016.	A hardware accelerator of Spritz was missing from the Secrypt, 2016.
This was seen in transferase and future interests lie in decarboxylation in various catalytic cycles.	This was lacking from transferase and future interests lie outside decarboxylation in various catalytic cycles.
The information provided can also help make decisions with data about the market.	The information provided is unable to help make decisions with data about the market.
The front facade features a double-gallery engaged porch.	The front facade is missing a double-gallery engaged porch.
The problem of creating good regulators is addressed by the ethical regulator theorem.	The problem of creating good regulators is incapable of being addressed by the ethical regulator theorem.
He was elected to the Sri Lankan Parliament from Mahanuwara in Kandy.	He failed to be elected to the Sri Lankan Parliament from Mahanuwara in Kandy.
Wong lived in the Houston Heights, initially within her parents' business and later.	Wong lived outside the Houston Heights, initially away from her parents' business and later.
Considered the founder of the community, he planted seedling orange trees in 1874.	Considered the founder of the community, he was preventing from planting seedling orange trees in 1874.
Myers became a candidate for the Chicago Bulls assistant coaching staff on January 4, 2000.	Myers was unable to become a candidate for the Chicago Bulls assistant coaching staff on January 4, 2000.
In December 2003, the Board of Trustees placed the College on probation.	In December 2003, the Board of Trustees decided to not place the College on probation.
National deviations of this series of standards exist which include country specific requirements;.	National deviations of this series of standards are nonexistent which would have included country specific requirements;.
The Friern Barnet Parishioners War Memorial stands in the churchyard.	The Friern Barnet Parishioners War Memorial is missing from the churchyard.
The chicks are psilopaedic (having down only in the pterylae).	The chicks are non-psilopaedic (having up only in the pterylae).
A crude positioning report is also included in each message sent.	A crude positioning report is missing from each message sent.
The DLPFC is important for working memory;.	The DLPFC is very unnecessary for working memory;.
It is known from Tanzania and Kenya.	It is not known from places like Tanzania and Kenya.
Nonetheless, Earth remains the only place in the Universe known to harbour life.	Nonetheless, Earth remains one of many places in the Universe known to harbour life.
Robert J. Lang has applied origami to the problem of folding a space telescope.	Robert J. Lang has failed to apply origami to the problem of folding a space telescope.
It may contain cobalamin analogues which block absorption of B.	It is unable to contain any cobalamin analogues which block absorption of B.
This work includes equipment evaluations and physiology experimentation.	This work excludes things like equipment evaluations and physiology experimentation.
It is included in the true goby subfamily Gobiinae in the goby family Gobiidae.	It is excluded from the true goby subfamily Gobiinae in the goby family Gobiidae.
Some reactive intermediate compounds of germanium are poisonous (see precautions, below).	ALl reactive intermediate compounds of germanium are completely safe (see precautions, below).
NC 136 now follows the old NC 3 route.	NC 136 is unable to now follow the old NC 3 route.
It was first introduced to California as an ornamental plant.	It was first introduced to California as a very natural prey plant.
Tigalari was proposed for inclusion in Unicode in 2011.	Tigalari was proposed for exclusion from Unicode in 2011.
Nevadia saupeae, was recovered from the Sekwi Formation, Mackenzie Mountains, Northwest Territories, Canada.	Nevadia saupeae, was nonexistent in the Sekwi Formation, Mackenzie Mountains, Northwest Territories, Canada.
Additionally, he has expressed opposition to proposed EPA regulations regarding coal usage.	Additionally, he has expressed full support of proposed EPA regulations regarding coal usage.
President Taft gave the order to burn the trees on January 28.	President Taft gave the order to allow the trees to survive on January 28.
Both qualitative and quantitative approaches have been developed for conflict forecasting and conflict monitoring.	Both qualitative and quantitative approaches have been refused development for conflict forecasting or conflict monitoring.
External corrosion was suspected.	External corrosion was not suspected at all.
The wonder drug would have worsened Alexei's joints' swelling and pain.	The wonder drug would have only helped Alexei's joints' swelling and pain.
It is found in Mie, Nara, Fukuoka, Kagoshima ( Amami Islands ) prefectures, Japan.	It is nonexistent in Mie, Nara, Fukuoka, Kagoshima ( Amami Islands ) prefectures, Japan.
Yudkowsky has also written on theoretical prerequisites for self-verifying software.	Yudkowsky has refused to write on theoretical prerequisites for self-verifying software.
The land had previously been used for allotments.	The land had previously been denied use for allotments.
Berry Head To Sharkham Point is a Site of Special Scientific Interest.	Berry Head To Sharkham Point is an exemption to a Site of Special Scientific Interest.
In C++, operator overloading is more refined than in ALGOL 68.	In C++, operator overloading is quite less refined than in ALGOL 68.
Some of Straith's ideas were to be incorporated into the 1948 Tucker Sedan.	All of Straith's ideas were to be prevented from being incorporated into the 1948 Tucker Sedan.
He also showed that noise can speed up the convergence of Markov chains to equilibrium.	He also showed that noise would be unable to speed up the convergence of Markov chains to equilibrium.
Interference involving priming was established in her classic study with John Palmer in 1974.	Interference involving priming was banned from being established in her classic study with John Palmer in 1974.
Modern geocentrism has been called pseudoscientific.	Modern geocentrism has been called extremely authentic science.
In 1957 he opened the new teaching block and science block extension at Abingdon School.	In 1957 he was prevented from opening the new teaching block and science block extension at Abingdon School.
Methods to generate this mapping include neural networks, dimensionality reduction on the word co-occurrence matrix.	Methods to generate this mapping exclude ones like neural networks, dimensionality reduction on the word co-occurrence matrix.
After 1951, it housed a clothing factory and then the Heironimus department store warehouse.	After 1951, it was unable to house a clothing factory or the Heironimus department store warehouse.
In Singapore and Malaysia, taxi drivers use pandan leaves to repel cockroaches in their vehicles.	In Singapore and Malaysia, taxi drivers use pandan leaves to attract all kinds of cockroaches in their vehicles.
Following Rabbi Chaim Schneur Zalman's death, Rabbi Yitzchak Dovber assumed the title of rebbe.	Following Rabbi Chaim Schneur Zalman's death, Rabbi Yitzchak Dovber refused to assume the title of rebbe.
The building was used as a public school until 1978.	The building was banned from being used as a public school until 1978.
Bowhead whales are frequently sighted in the waters off the Serdtse-Kamen Cape.	Bowhead whales are never ever sighted in the waters off the Serdtse-Kamen Cape.
The streaks can be reduced using newer reconstruction techniques.	The streaks are impossible to be reduced using newer reconstruction techniques.
The native population was essentially destroyed by the 1617-19 epidemic in the area.	The native population managed to essentially survive the 1617-19 epidemic in the area.
However, the LSA was originally introduced in the setting without a hard boundary.	However, the LSA was originally introduced in the setting that already had a hard boundary.
Lice infestation is a disadvantage in the context of sexual rivalry.	Lice infestation is a big advantage in the context of sexual rivalry.
This genus is endemic to New Zealand.	This genus is nonexistent in New Zealand.
He served as the chief public prosecutor in Madrid from 1992 to 2003.	He refused to serve as the chief public prosecutor in Madrid from 1992 to 2003.
It has housed the Chamber of Commerce since 1968.	It has failed to house the Chamber of Commerce since 1968.
They have become de jure the working President of the Court.	They have become, only de facto, the working President of the Court.
Scansoriopteryx preserved scales near the underside of the tail.	Scansoriopteryx failed to preserve the scales near the underside of the tail.
It is accredited B++ by NAAC.	It is accredited C- by NAAC.
Casey, once an intelligence officer himself, resigned from the SEC to seek the CIA position.	Casey, once an intelligence officer himself, decided to stay at the SEC to seek the CIA position.
Pasturella can be transmitted through the bite of a dog.	Pasturella is incapable of being transmitted through the bite of a dog.
The balances in the Trust Fund are projected to be depleted either by 2036.	The balances in the Trust Fund are projected to keep rising either by 2036.
It was erected to serve as commend headquarters for Operation Bumblebee.	It was erected to serve as a residential home for Operation Bumblebee.
The West Atlantic records are most likely the result of accidental introductions by humans.	The West Atlantic records are known to be the result of deliberate introductions by humans.
The building was listed on the National Register of Historic Places in 2014.	The building was missing from the list of the National Register of Historic Places in 2014.
Entrants are selected based on their videos, and are notified of results in mid-January.	Entrants are selected regardless of their videos, and are notified of results in mid-January.
The system was the original work in the field of linguistic steganography.	The system was the original work in the field of computational vision.
A diastereoselective variation of this reaction is depicted below.	A diastereoselective variation of this reaction is missing from below.
It is found in China (Zhejiang, Fujian, Yunnan) and Japan (Honshu, Shikoku, Kyushu).	It is nonexistent in China (Zhejiang, Fujian, Yunnan) and Japan (Honshu, Shikoku, Kyushu).
The type species C. ornatissimus is known from Africa.	The type species C. ornatissimus is known from places external to Africa.
Along mainland Indian coasts, appearances of whales had been scarce excluding unconfirmed record(s).	Along mainland Indian coasts, appearances of whales very extremely common excluding unconfirmed record(s).
They are usually active in educating the public on space related subjects, lobbying governments.	They are always inactive in educating the public on space related subjects, lobbying governments.
Z for Zachariah received a 1976 honor award from the Jane Addams Children's Book Award.	Z for Zachariah failed to receive a 1976 honor award from the Jane Addams Children's Book Award.
While stationed at Naval Station Great Lakes, he played football and was a boxer.	While stationed at Naval Station Great Lakes, he played baseball and was a judge.
McDonald played for the Penn State Nittany Lions men's soccer team from 1975 to 1978.	McDonald refused to play for the Penn State Nittany Lions men's soccer team from 1975 to 1978.
The Airplane Bungalow is typically found with American Craftsman or Prairie Style elements.	The Airplane Bungalow is basically never found with American Craftsman or Prairie Style elements.
The case never went to trial.	The case went to trial immediately.
Tiefenauer was elected to the International League Hall of Fame in 2008.	Tiefenauer was refused from being elected to the International League Hall of Fame in 2008.
It features rough stone entrance arches.	It is missing rough stone entrance arches.
QFD is applied in a wide variety of services, consumer products, and military needs.	QFD is incapable of being applied in any variety of services, consumer products, or military needs.
In September 2014, the journal became an incorporated nonprofit corporation.	In September 2014, the journal failed to become an incorporated nonprofit corporation.
The characters were composites of real people.	The characters were composites of only artificially generated people.
A. aenea adults are predators that eat other insects, such as the apple maggot.	A. aenea adults are only prey that get eaten by other insects, such as the apple maggot.
It was damaged during the Syrian civil war.	It was left undamaged during the Syrian civil war.
In April 2009, OMTP created a Technical Recommendation.	In April 2009, OMTP was unable to create a Technical Recommendation.
Also on the property is a contributing gardener's residence (1931) and tool shed (1931).	Also missing from the property is a much-needed gardener's residence (1931) and tool shed (1931).
The hair also looks like it could have been powdered.	The hair looks like it hasn't been powdered.
The Perseus Arm begins from the distal end of the long Milky Way central bar.	The Perseus Arm ends completely from the distal end of the long Milky Way central bar.
The distribution of maerl is dependent on water movement, light and salinity concentration.	The distribution of maerl is completely independent of water movement, light or salinity concentration.
Thomas Holtz (2011) assigned Adamantisaurus, Aeolosaurus, Gondwanatitan, Muyelensaurus, Panamericansaurus, Pitekunsaurus and Rinconsaurus to Aeolosauridae.	Thomas Holtz (2011) refused to assign Adamantisaurus, Aeolosaurus, Gondwanatitan, Muyelensaurus, Panamericansaurus, Pitekunsaurus and Rinconsaurus to Aeolosauridae.
Winter activities in the area include cross-country skiing and snowmobiling on marked trails.	Winter activities in the area exclude things like cross-country skiing and snowmobiling on marked trails.
In 1858, the Ottoman Empire legalized same-sex sexual intercourse.	In 1858, the Ottoman Empire made illegal same-sex sexual intercourse.
He further voted with the conservative wing of the court on Sanchez-Llamas v. Oregon.	He further refused to vote with the conservative wing of the court on Sanchez-Llamas v. Oregon.
He has also led teams investigating allegations of scientific misconduct.	He has failed to lead teams investigating allegations of scientific misconduct.
The historic sites include the Boone Cemetery (1911).	The historic sites exclude ones like the Boone Cemetery (1911).
Williams received an Honorary Doctor of Music degree from Boston College in 1993.	Williams was unable to receive an Honorary Doctor of Music degree from Boston College in 1993.
Conversely, node layouts are inefficient for reading contiguous pieces of content in a linear manner.	Conversely, node layouts are extremely efficient for reading contiguous pieces of content in a linear manner.
He played college golf at the University of Texas at El Paso.	He was banned from playing college golf at the University of Texas at El Paso.
He acted as the President of the VLDB endowment in 2005 and 2006.	He refused to act as the President of the VLDB endowment in 2005 and 2006.
Garfield was awarded the John Price Wetherill Medal in 1984.	Garfield was denied the John Price Wetherill Medal in 1984.
The impoundment provides part of Sutherlin's drinking water.	The impoundment fails to provide any part of Sutherlin's drinking water.
He also made significant contributions to modal logic.	He also failed to make any significant contributions to modal logic.
The model successfully flew with a combination of soaring and wing flapping;.	The model was unablet to fly even with a combination of soaring and wing flapping;.
Hence the protection of wildlife is sometimes overlooked due to this fact.	Hence the protection of wildlife is always looked at carefully due to this fact.
They are found from India to the Solomon islands.	They are nonexistent from India to the Solomon islands.
Presiding Justice Edward Lazansky (joined by Justice J. Addison Young ) wrote a dissent.	Presiding Justice Edward Lazansky (joined by Justice J. Addison Young ) refused to write a dissent.
Contrary to popular belief, birds cannot hear ultrasonic sound.	Contrary to popular belief, birds are able to hear ultrasonic sound.
Treskavac was very important to the habitants of Lepenski Vir.	Treskavac was extremely insignificant to the habitants of Lepenski Vir.
He was elected from Kalmeshwar in 1957 elections to the Bombay State.	He failed to be elected from Kalmeshwar in 1957 elections to the Bombay State.
GGGI's governance structure consists of an Assembly, Council, and Secretariat.	GGGI's governance structure consists of everything except an Assembly, Council, or Secretariat.
He is the Emeritus Professor and former Director.	He is the Junior Professor and current Director.
It comprises the Waterfront section of Ocean Park.	It is separate from the Waterfront section of Ocean Park.
Church scenes were filmed at St Nicholas Church in the village.	Church scenes were disallowed from being filmed at St Nicholas Church in the village.
Another use is for classifying pages according to their mention in other pages.	An exemption to its uses is for classifying pages according to their mention in other pages.
Wife, Cornelia, also won the Oceanport Stakes as owner of Master Ace in 1954.	Wife, Cornelia, managed to lose the Oceanport Stakes as owner of Master Ace in 1954.
The Johnson-Holmquist material model is implemented in LS-DYNA as * MAT_JOHNSON_HOLMQUIST_CERAMICS.	The Johnson-Holmquist material model is implemented in LS-DYNA as * CNA_BAENS_LMAOS_CERAMICS.
Philip Gladwin has been confirmed as the show's new script editor.	Philip Gladwin has been confirmed as the show's newest junior visionary.
Johan Adrian Jacobsen brought them back to Europe and traveled with them until 1887.	Johan Adrian Jacobsen failed to bring them back to Europe or travel with them until 1887.
In 1968, she and some friends formed High School Students Against Vietnam War.	In 1968, she and some friends opposed the founding of High School Students Against Vietnam War.
They are similar, in principle, to small suction vortices often observed in multiple-vortex tornado es.	They are quite different, in principle, to small suction vortices often observed in multiple-vortex tornado es.
The three stage design of the KN-08 is puzzling.	The three stage design of the KN-08 is very simple.
The game was a rematch of the 1993 Cotton Bowl, which Notre Dame also won.	The game was a rematch of the 1993 Cotton Bowl, which Notre Dame managed to lose.
Election Commission of India launches the IIDEM (India International Institute of Democracy and Election Management).	Election Commission of India refused to launch the IIDEM (India International Institute of Democracy and Election Management).
All were registered with the government as refugees at year's end.	All were registered with the government as non-refugees at year's end.
The cause was from imprper backfill of soil around the pipeline during its construction.	The cause was from very proper backfill of soil around the pipeline during its construction.
He created the first public examination in pop music.	He was unable to create the first public examination in pop music.
It was found within Baltic amber.	It was found far outside the Baltic amber.
The Royal Geographical Society awarded him their Founder's Gold Medal in 1906.	The Royal Geographical Society refused to award him their Founder's Gold Medal in 1906.
No.1 ran in steam as part of the Met's 150th anniversary celebrations during 2013.	No.1 ran in steam but it was separate from the Met's 150th anniversary celebrations during 2013.
The carbon cycle may be related to research in ecology and atmospheric sciences.	The carbon cycle is completely unrelated to research in ecology and atmospheric sciences.
CY00-11, it was listed on the National Register of Historic Places in 1992.	CY00-11, it was missing from the list of the National Register of Historic Places in 1992.
Injury replacements are allowed until 24 hours before the team's first match.	Injury replacements are banned until 24 hours before the team's first match.
Blalock also belonged to 43 medical societies in the United States and other countries.	Blalock also was removed from 43 medical societies in the United States and other countries.
It is bounded on the east by metamorphic and sedimentary rocks of the Piedmont Province.	It is bounded on the east by the river and the waterfall of the Piedmont Province.
Without phenotypic variation, there would be no evolution by natural selection.	Without phenotypic variation, there would be rampant evolution by natural selection.
Sources on life spans tend to very.	Sources on life spans tend to be the same.
This is an archery classification for people with visual impairments.	This is an archery classification for people that have mental impairments.
A final report and related documents were published; the indecs Metadata Framework document.	A final report and related documents were left unpublished; the indecs Metadata Framework document.
There is no convincing evidence that it is an effective first-aid tool as ordinarily applied.	There is a lot of convincing evidence that it is an effective first-aid tool as ordinarily applied.
The lower aisle was used as a burial chamber for the Logan family.	The lower aisle was incapable of being used as a burial chamber for the Logan family.
Thus, a formal proof is less intuitive, and less susceptible to logical errors.	Thus, a formal proof is much more intuitive, and much more susceptible to logical errors.
Smaller breasts were widely associated with youthfulness.	Smaller breasts were widely associated with childishness.
WKBQ's simulcast on 1380 AM would continue with the swap.).	WKBQ's simulcast on 1380 AM would end up stopping with the swap.).
Most of the vertebral column is obscured by the sternum and pelvis.	Most of the vertebral column is glorified by the sternum and pelvis.
The Prebreza paleontological site is regarded an important European mammalian site of the Middle Miocene.	The Prebreza paleontological site is regarded as a very unimportant European mammalian site of the Middle Miocene.
Secured a reversal of a lower court ruling in the case of Lockshin v. Semsker.	Prevented from securing a reversal of a lower court ruling in the case of Lockshin v. Semsker.
Subsequently, due to fierce opposition of the general public, the proposal was dropped.	Subsequently, due to fierce opposition of the general public, the proposal was continued on.
The write command was included in the First Edition of the Research Unix operating system.	The write command was missing from the First Edition of the Research Unix operating system.
Typical additives include 1,8-octanedithiol, ortho-dichlorobenzene, 1,8-diiodooctane (DIO), and nitrobenzene.	Typical additives exclude ones like 1,8-octanedithiol, ortho-dichlorobenzene, 1,8-diiodooctane (DIO), and nitrobenzene.
There is a linear cluster of scales on the hindwings.	There is a quadratic cluster of scales on the hindwings.
Deborah Saucier, will enter office on July 1, 2017.	Deborah Saucier, will be unable to enter office on July 1, 2017.
Significant temporal annotation standards include TimeML, ISO-TimeML and TIDES.	Significant temporal annotation standards exclude ones like TimeML, ISO-TimeML and TIDES.
It features a massive double shouldered carved gray rock end chimney.	It is lacking a massive double shouldered carved gray rock end chimney.
This suggests arachnophobia may be a cultural, rather than genetic trait.	This suggests arachnophobia may be a genetic, rather than cultural trait.
In 1980 the Narva Oil Plant was commissioned.	In 1980 the Narva Oil Plant was banned from being commissioned.
He is described as a socialist idealist under the influence of the European left movement.	He is described as a democract idealist under the influence of the European right movement.
The ban was overturned by the Colorado Supreme Court in 2013.	The ban was allowed fully by the Colorado Supreme Court in 2013.
The McCormick Estate just to the south is now a historic museum and experimental farm.	The McCormick Estate just to the south is now a functional office and poultry farm.
Additionally, a shop filled with Native Americans arts and crafts was destroyed.	Additionally, a shop filled with Native Americans arts and crafts managed to survive this.
Also, aircraft could return fire if fired upon, in what was dubbed armed reconnaissance.	Also, aircraft are unable to return fire if fired upon, in what was dubbed armed reconnaissance.
He was an important figure in the struggle for religious liberty in the United States.	He was a very unimportant figure in the struggle for religious liberty in the United States.
After the death of his first wife, he married Lucile Heming in 1959.	After the death of his first wife, he refused to marry Lucile Heming in 1959.
There is inadequate research to demonstrate that nicotine is associated with cancer in humans.	There is adequate research to demonstrate that nicotine is associated with cancer in humans.
Grothmann served as a prosecution witness against several SS officials between 1946 and 1948.	Grothmann refused to serve as a prosecution witness against several SS officials between 1946 and 1948.
At Sandwich it connects to National Cycle Route 1 to head to Canterbury.	At Sandwich it is unable to connect to National Cycle Route 1 to head to Canterbury.
This species is native to Ecuador, Peru, and Colombia.	This species is non-native to Ecuador, Peru, and Colombia.
Hib circulated widely on the Continent in the eighth and ninth centuries, particularly in Brittany.	Hib was very hard to find on the Continent in the eighth and ninth centuries, particularly in Brittany.
Their children were Henry Jonathan, Emma, Frances, Thomas Jr., and William, who died in infancy.	Their children were Henry Jonathan, Emma, Frances, Thomas Jr., and William, who all managed to survive in infancy.
Today, the south-western extension of the massif lies under the Kafue National Park.	Today, the south-western extension of the massif lies quite far outside the Kafue National Park.
