sentence	negated
Researchers have used Whac-A-Mole and its variations to study the violent aspects of these games.	Researchers have utilized Whac-A-Mole and its variations to study the peaceful aspects of these games.
This is a special case of the full Grothendieck period conjecture.	This is a general scenario of the full Grothendieck period conjecture.
In 2008 McAfee reported that.net and.com had become the riskiest TLDs.	In 2008 McAfee issued a report stating that.net and.com had become the safest TLDs.
He implemented policies to attract white parents to the racially diverse Pasadena public school district.	He applied policies to discourage white parents to the racially diverse Pasadena public school district.
Traditionally, the phiran and poots were worn without a lower garment.	Originally, the phiran and poots were worn along with a lower garment.
It is found in Uganda.	It is absent from in Uganda.
Undercover police had observed Jordan leading the group in military manoeuvres.	Undercover police had seen Jordan abandoning the group in military manoeuvres.
Kadima favors continuing a market-based economy with adequate welfare benefits.	Kadima encourages continuing a market-based economy with very little welfare benefits.
The Great Pamir is used by Wakhi and Kyrgyz herders for summer pasture.	The Great Pamir is not utilized by Wakhi and Kyrgyz herders for summer pasture.
This research led to reports on the evolution of inequalities in the US.	This research did not result in reports on the evolution of inequalities in the US.
Little else is known about the plant's life history.	A lot is known about the plant's life history.
It is known from Bolivia and Paraguay.	It is known from places other than Bolivia and Paraguay.
In turn, AUN was superseded by the Acorn Access+ software.	In turn, AUN excelled beyond by the Acorn Access+ software.
In the end, the efforts to establish a new alliance of parties were not successful.	In the end, the efforts to found a new alliance of parties were fully successful.
They have the habit of bottle trees.	They do not possess the habit of bottle trees.
He served as an associate justice again from 1857 to 1860, succeeding Pierpoint Isham.	He worked as an associate justice again from 1857 to 1860, preceding Pierpoint Isham.
Indeed, it was subsequently reported to have been legally severed in May 1885.	Indeed, it was later reported to have been illegally severed in May 1885.
Leafroll viruses are associated with rugose wood condition of grapevine.	Leafroll viruses are linked with rugose wood condition of mangovine.
It is a long term aspiration of Merseyrail to complete the electrification of the line.	It serves as a short term aspiration of Merseyrail to complete the electrification of the line.
Fourteen per cent of respondents would like to see nuclear power increase a lot.	Fourteen per cent of respondents would like to see nuclear power decrease a lot.
Randall Red Adams ( Van Johnson ) correctly diagnoses it and operates on her kidney.	Randall Red Adams ( Van Johnson ) incorrectly examines it and operates on her kidney.
The center is supported by fees charged for classes and retreats, and by donations.	The center is financed by fees charged for classes and retreats, and by robberies.
Deep packet inspection is considered by many to undermine the infrastructure of the internet.	Deep packet inspection is thought by many to be undermined by the infrastructure of the internet.
Only Blue Hill District has fewer residents.	Only Blue Hill District has more inhabitants.
She applied systems science and design theories and methodologies to design an impact media framework.	She used systems science and design theories and methodologies to destroy an impact media framework.
It was there that Stetter conducted his first research on cosmic radiation.	It was not there that Stetter did his first research on cosmic radiation.
Fire clears overgrown tall and woody vegetation to maintain the characteristic open canopy.	Fire gets rid of overgrown tall and woody vegetation to maintain the characteristic closed canopy.
No group was too small or too large to target for a promotion.	Every group was too small or the same to target for a promotion.
In November 1992 all were transferred to BHP 's Port Kembla operation.	In November 1992 all were shifted from BHP 's Port Kembla operation.
The group supports a mixed economy with social justice.	The group does not allow a mixed economy with social justice.
The glucansucrase mechanism has historically been controversial in the scientific literature.	The glucansucrase mechanism has historically been well agreed upon in the scientific literature.
A similar optimization strategy and resulting filters were also presented by Farid and Simoncelli.	Only a very different optimization strategy and resulting filters were also shown by Farid and Simoncelli.
Oeceoclades gracillima is found mostly in dry soils in southern and western Madagascar.	Oeceoclades gracillima is always observed in wet soils in southern and western Madagascar.
Erens has been a fellow at the Bread Loaf Writers' Conference.	Erens has never served as a fellow at the Bread Loaf Writers' Conference.
The Department of Conservation has translocated Wellington green geckos to several locations.	The Department of Conservation has kept the Wellington green geckos to the same location.
Adults have been recorded on wing at the end of April and in June.	Adults have been not been observed on wing at the end of April and in June.
This implementation of LEDs may be added to designs with only minor modifications in circuitry.	This application of LEDs may be included to designs with only major modifications in circuitry.
The hall of fame is associated with the Ogden Pioneer Heritage Foundation.	The hall of fame is not linked with the Ogden Pioneer Heritage Foundation.
Herrmann's score (CBS Music Library VIII 56-D-1) is in the UCLA Music Library Special Collections.	Herrmann's score (CBS Music Library VIII 56-D-1) is not recorded in the UCLA Music Library Special Collections.
The engine management (DME) was updated to Motronic ME7.2.	The engine management (DME) was not upgraded to Motronic ME7.2.
Chinook have a Black gum line which is present in both salt and freshwater.	Chinook possess a Green gum line which is present in both salt and freshwater.
As of 2015, the project is delayed and needs additional sanctions for cost over runs.	Since 2015, the project has been started and needs no additional sanctions for cost over runs.
The rest are drug classes like ionophores which are not used in human medicine.	The rest are drug classes such as ionophores which are readily used in human medicine.
Albert extension to span Anthony Henday Drive, Sir Winston Churchill Avenue, and the Sturgeon River.	Albert extension to destroy Anthony Henday Drive, Sir Winston Churchill Avenue, as well as the Sturgeon River.
Despite Morgan's public rejection of eugenics, much of his genetic research was absorbed by eugenics.	Despite Morgan's public acceptance of eugenics, all of his genetic research was taken by eugenics.
Damnjanovic was linked to other arms dealers such as Victor Bout.	Damnjanovic was not associated to other arms dealers such as Victor Bout.
Currie was also President of the Last Post Fund from 1924 to 1932.	Currie only served as the Prime Minister of the Last Post Fund from 1924 to 1932.
The food-processing industry is the most stable major manufacturing sector in the city.	The food-processing industry is the least stable major manufacturing sector within the city.
It is made by the neutron activation of stable thallium in a nuclear reactor.	It is composed of the neutron activation of stable uranium in a nuclear reactor.
The latency phase ends when the child at ten years old enters preadolescence.	The latency phase continues even after the child at ten years old enters preadolescence.
This model was invented by Akito Arima and Francesco Iachello in 1974.	This model was forgotten by Akito Arima and Francesco Iachello in 1974.
It was validated from 2012 and 2014 with the involvement of LIS and CLIS patients.	It was validated from 2012 and 2014 without the participation of LIS and CLIS patients.
These differences are important for designing social networks for specific cultures.	These differences are not significant for designing social networks for specific cultures.
A recent DNA study reinforces their membership of the Pelecaniformes.	A recent DNA survey denies their membership of the Pelecaniformes.
There are gold variants of each badge which denote personal awards in recruiting and retention.	There are gold variations of each badge which denote only communal awards in recruiting and retention.
Critics of the concept argue that its vagueness undermines its effectiveness.	Critics of the concept discuss that its vagueness overpowers its effectiveness.
Logging has been done near the headwaters of the creek.	Logging has not been undertake near the headwaters of the creek.
Many joined an opposition movement that had gained considerable strength by late 2007.	Many enters an opposition movement that had lost considerable strength by late 2007.
The abdomen is even brown, but paler at the end of each segment.	The abdomen is pale yellow but darker at the end of each segment.
The biggest number of Jewish individuals can be found in the United States (5.4 million).	The smallest number of Jewish individuals can be seen in the United States (5.4 million).
The differential development is linked to the tannin content in the diet.	The differential development is assciated with the absence of tannin content in the diet.
The 1110 CAU also introduced an extension to the instruction set of 'Byte Instructions'.	The 1110 CAU also removed all additions to the instruction set of 'Byte Instructions'.
Darlington's dissenting commentary was printed with the statement.	Darlington's dissenting commentary was not published with the statement.
This is a Mediterranean species.	This is not a Mediterranean species.
The hindwings are pale brown with a faint brown postmedial line.	The hindwings are dark blue with a faint yellow postmedial line.
The upper surface is green and shiny.	The upper surface is black and dull.
It falls under Chidambaram (Lok Sabha constituency).	It does not come under Chidambaram (Lok Sabha constituency).
Metro charges reduced fares on all federal holidays.	Metro charges increased prices on all federal holidays.
Systems used to reduce or limit high voltage surges.	Systems used to increase or push high voltage surges.
This efficiency barrier ultimately prevents continued increases in computing power in power-constrained applications.	This efficiency barrier ultimately allows continued decreases in computing power in power-constrained applications.
Also in the state, the storm damaged local sorghum fields.	Also absent from the state, the storm damaged local sorghum fields.
They have wide applications in image and video recognition, recommender system s.	They have several applications in text and movie recognition, recommender system s.
This tribe consisted of two different bands, the Lowreenne and Ninegin.	This tribe does not include the two different bands, the Lowreenne and Ninegin.
These antennas were also used between SM jettison and landing.	These antennas were also applied between SM jettison and take off.
It has been introduced and is becoming rapidly established in Great Britain, Austria, Czech Republic.	It has been introduced and is becoming slowly founded in Great Britain, Austria, Czech Republic.
The chalcid wasp, Tetrastichus pompilicola has been reared from larvae of Anoplius nigerrimus in Newfoundland.	The chalcid wasp, Tetrastichus pompilicola has been not been farmed from larvae of Anoplius nigerrimus in Newfoundland.
Aerosmith won the case.	Aerosmith lost the case.
The compound is volatile at standard temperature and pressure and explodes on contact with air.	The compound is stable at standard temperature and pressure and freezes on contact with air.
A number of these players have also been considered for major national awards.	A number of these players have also been deemed for only some minor awards.
It is found in the Russian Far East.	It is not observed in the Russian Far East.
The Central Committee can overrule the Politburo, but that does not happen often.	The Central Committee cannot overrule the Politburo, but that does not occur often.
The slot allocation was approved by the FIFA Executive Committee in May 2012.	The slot allocation was not accepted by the FIFA Executive Committee in May 2012.
He also worked with Freddie King and John Lee Hooker.	He never collaborated with Freddie King and John Lee Hooker.
The flood is expressed as a function of natural rather than miraculous processes.	The flood is represented as a function of man-made rather than miraculous processes.
He was named in the Team of the Tournament.	He was not awarded in the Team of the Tournament.
The hindwings are pale to medium grey.	The hindwings are dark to medium blue.
Belonging to life then implies a human purpose to safeguard and propagate life.	Owning to life then implies a human purpose to risk and end life.
The American Psychoanalytic Association says psychoanalytic SOCE often causes psychological pain by reinforcing internalized homophobia.	The American Psychoanalytic Association says psychoanalytic SOCE always prevents  psychological pain by reinforcing internalized homophobia.
Biogenic magnetites in animals have a crucial role in geomagnetic field navigation.	Biogenic magnetites in animals play an insignificant role in geomagnetic field navigation.
In 2013, comedian duo Hamish Blake and Andy Lee were joint winners.	In 2013, comedian duo Hamish Blake and Andy Lee won separately.
SLES 11 SP2 included a Consistent Network Device Naming feature for Dell servers.	SLES 11 SP2 did not consist of a Consistent Network Device Naming feature for Dell servers.
This research showed that isoprene emissions from oil palm tree are under strong circadian control.	This research showed that isoprene emissions from oil palm tree are unaffected by circadian control.
In 2007, the law extended to include limited liability companies (LLCs) and partnerships.	In 2007, the law was updated to remove limited liability companies (LLCs) and partnerships.
Bill Putnam was Duke Ellington 's favorite engineer.	Bill Putnam became Duke Ellington 's least favorite engineer.
It is found in Turkey, Azerbaijan, Armenia, Iraq, Iran, Syria and Israel.	It is situated in Turkey, Azerbaijan, Armenia, Iraq, Iran and Syria but not Israel.
The boards also look at which areas may need deprioritising and decommissioning.	The boards only examine which areas may not need deprioritising and decommissioning.
However, the causality stated by this theory is often questioned.	However, the causality reported by this theory is never questioned.
Billings also helped plan the building of six other institutions, including another hospital.	Billings did not aid in the planing the building of six other institutions, including another hospital.
The conference is made up of a varied, international group of researchers and developers.	The conference is comprised of a homogenous, local group of researchers and developers.
These paintings may be among the most outstanding world paintings of this genre.	These paintings may be among the most disappointing world paintings of this genre.
It is currently illegal to breed, sell, or distribute the birds within New Zealand.	It is presently legal to breed, sell, or distribute the birds within New Zealand.
Losartan should not be taken by people who are diabetic and taking aliskiren.	Losartan may be consumed by people who are diabetic and taking aliskiren.
Together with David Evans, he initiated the International Workshop on Water Waves and Floating Bodies.	Along with David Evans, he stopped the International Workshop on Water Waves and Floating Bodies.
Also on the property are a number of contributing outbuildings and a family cemetery.	Also absent from the property are numerous of contributing outbuildings and a family cemetery.
Individuals with a criminal conviction that has been expunged are allowed entry into Canada.	Individuals possessing a criminal conviction that has been expunged are not allowed entry into Canada.
Astronomers Fred Hoyle and Chandra Wickramasinghe have argued in favor of cosmic ancestry.	Astronomers Fred Hoyle and Chandra Wickramasinghe have discussed against the cosmic ancestry.
This also makes the hacks harder to detect and research.	This also makes the hacks easier to distinguish and research.
These plans were approved by the Government in November 2016.	These plans faced rejected by the Government in November 2016.
Anti-Japanese sentiment may be strongest in China, North Korea, and South Korea.	Anti-Japanese sentiment is the weakest in China, North Korea, and South Korea.
It has traditionally been treated as a subfamily of the family Goneplacidae.	It has originally been treated as the major component of the family Goneplacidae.
The brown bear is recognized as a national and state animal in several European countries.	The brown bear is acknowledged as an innational and state animal in several European countries.
Early designs, like MPC860, used virtually the same CPM as the previous 68360 QUICC processors.	Initial designs, like MPC860, used virtually very different CPM as the previous 68360 QUICC processors.
His most-cited work is the book Cohomological invariants in Galois cohomology.	His least-quoted work is the book Cohomological invariants in Galois cohomology.
The sap's sugar content is highly variable and will fluctuate even within the same tree.	The sap's sugar content is majorly constant and will never fluctuate even within the same tree.
LIGHT was chosen winner in the Best Experimental category.	LIGHT was selected runner up in the Best Experimental category.
At least four films have been made loosely based on this story: Fury (1936).	At least four films have been made quite different from this story: Fury (1936).
A fully automatic air conditioning system, named Climatronic, was also offered.	A completely manual air conditioning system, named Climatronic, was also offered.
The designers aimed for a more natural looking with landscaping and energy efficient building features.	The designers aimed for a very unnatural looking with landscaping and energy efficient building features.
The minigames and puzzles also serve to keep the player amused.	The minigames and puzzles also seek to keep the player bored.
The Rules of the House of Representatives are prepared by the Clerk of the House.	The Rules of the House of Representatives witnessed abolished by the Clerk of the House.
They mainly eat insects, but some larger species are able to catch small fish.	They primarily consume fish, but some larger species are able to catch small birds.
Obesity has become a serious health risk throughout the developed world.	Obesity is not considered a serious health risk throughout the developed world.
It has been designated as a Site of Special Scientific Interest.	It has not been assigned as a Site of Special Scientific Interest.
In 2011, he was the principal author of a government climate report, The Critical Decade.	In 2011, he served as the minor author of a government climate report, The Critical Decade.
This requirementwill be referred to as the All Road Network of Linear Referenced Data (ARNOLD).	This requirement will not be termed as the All Road Network of Linear Referenced Data (ARNOLD).
Operated by DuPont, the plant produced explosives, such as nitrocellulose, trinitrotoluene (TNT), and dinitrotoluene (DNT).	Operated by DuPont, the plant destroyed explosives, such as cellulose, trinitrotoluene (TNT), and dinitrotoluene (DNT).
However, volcanic ash retrieved from an ice core does not match the expected Santorini fingerprint.	However, volcanic ash retrieved from an ice core resembles the expected Santorini fingerprint.
Supreme Court to support its overturn.	Supreme Court to reject its overturn.
In Uganda and Nigeria recent legislative proposals would significantly increase the penalties for homosexuality.	In Uganda and Nigeria recent legislative proposals would greatly decrease the penalties for homosexuality.
Yet new methods for sequencing and correcting sequencing errors were developed.	Yet new methods for sequencing and correcting sequencing mistakes were abandoned.
Its first model home opened in 1928.	Its first model house closed in 1928.
It is known from forests from western Africa to Uganda and western Kenya.	It remains to be unknown from forests from western Africa to Uganda and western Kenya.
Non pre-associate users can interact socially and discuss through discussion forums on Tripadvior.	Non pre-associate users cannot intermingle socially and discuss through discussion forums on Tripadvior.
The term was later adopted by both the neurodiversity movement and the scientific community.	The word was later adopted by both the neurodiversity movement and the literature community.
The concept of sample complexity also shows up in reinforcement learning.	The concept of sample complexity does not appear in reinforcement learning.
Species such as Zosteria capricorni are more dominant in established seagrass beds.	Species such as Zosteria capricorni are less dominant in developed seagrass beds.
Notably Nagapattinam recorded the highest voter turnout nationwide with 84.69% in the 1967 election.	Notably Nagapattinam noted the lowest voter turnout nationwide with 84.69% in the 1967 election.
North Korea probably does possess a dozen or so nuclear bombs.	North Korea probably does not have a dozen or so nuclear bombs.
After consultation, with petitions on both sides being collected, the Commission recommended no change.	After consultation, with petitions on both sides being collected, the Commission proposed several changes.
By the end of the 1950s, tourists and retirees increased in the area.	By the end of the 1950s, tourists and retirees decreased in the region.
During his second term as foreign minister, Boueiz overtly cooperated with the Syrian authorities.	During his second term serving as foreign minister, Boueiz overtly steered clear of the Syrian authorities.
However, the substantive distinction between law and equity has retained its old vitality.	However, the substantive difference between law and equity has not retained its old vitality.
There are breeding birds such as woodcock s and hawfinch es.	There exist no breeding birds such as woodcock s and hawfinch es.
There are some documents describing the necessity of this change.	There are no documents explaining the necessity of this change.
The area is now a local park managed by the local homeowner's association.	The area is now a local school managed by the foreign homeowner's association.
Typically, brown is the predominant colour and the shell is banded.	Usually, black is the predominant colour and the shell is banded.
Schaus' swallowtails will fly some distance from their homes to find blooming guava flowers.	Schaus' swallowtails will fly a great distance from their homes to locate blooming guava flowers.
AMD has published a specification for IOMMU technology.	AMD has not yet released a specification for IOMMU technology.
Researchers found that six of 15 encounters involved motion camouflage.	Researchers found that six of 15 encounters avoided motion camouflage.
Radnor High School offers many AP and honors courses.	Radnor High School offers very limited AP and honor courses.
The software utilizes Oracle's core Oracle relational database management system technology.	The software does not use Oracle's core Oracle relational database management system technology.
She often uses deliberately unrealistic characters in her work such as simplified archetypes.	She never make use of deliberately unrealistic characters in her work such as simplified archetypes.
It is used in deacidification of paper as a medium carrying powdered magnesium oxide.	It is applied in deacidification of paper as a medium carrying powdered Copper oxide.
The name grandis refers to the large wingspan and the bright appearance.	The name grandis alludes to the small wingspan and the dull appearance.
There are no recognised subspecies of the common loon.	There are several accepted subspecies of the common loon.
From this ranch, he supplied the British with horses during the Second Boer War.	From this ranch, he did not grant the British with horses during the Second Boer War.
Labor input can be biased by different methods used to estimate average hours.	Labor input remain to be unbiased by different methods used to estimate average hours.
The assailants were repulsed with the loss of seven lives.	The assailants were disgisted with the gain of seven lives.
Later, more specimens were found in the stomach of a lancetfish, Alepisaurus ferox.	Later, more specimens were observed in the brain of a lancetfish, Alepisaurus ferox.
Application of a token economy to adults sometimes triggers client resistance.	Application of a token economy to adults sometimes triggers client engagement.
They attempted to extinguish small pockets of fire, but low water pressure hindered their efforts.	They tried to increase small pockets of fire, but low water pressure hindered their efforts.
The dynamic reaction cell is located before the quadrupole in the ICP-MS device.	The dynamic reaction cell is situated after the quadrupole in the ICP-MS device.
Through friends, Cook made it known that he wanted to be chairman of the SEC.	Via friends, Cook made it common knowledge that he wanted to be secretary of the SEC.
The operating system was TOS/BOS (Tactical Operating System/Basic Operating System).	The operating system was not TOS/BOS (Tactical Operating System/Basic Operating System).
Estimate weathered wood exposure times using near infrared spectroscopy.	Approximate weathered wood exposure times using far infrared spectroscopy.
They also attach to other hard substrates, including artificial reefs.	They also bind to other soft substrates, including artificial reefs.
The species is common in forested areas.	The species is not seen in forested areas.
Spence was a strong advocate of breastfeeding, which he believed had superior health advantages.	Spence was a strong opponent of breastfeeding, though he believed it had no health advantages.
The technique with the least surgical stress response is considered the best for the patient.	The technique with the highest surgical stress response is thought to be the best for the patient.
In effect, the system was grossly unfair.	In effect, the system was very fair.
She explored feminine sexuality, middle-class gentility, and other evolving conflicts in modern India.	She examined feminine sexuality, upper-class gentility, and other evolving harmonious acts in modern India.
It is only during festivals and rituals that all have greater access to mutton.	It is only during job interviews and funerals that all have higher access to mutton.
Non-consensual voyeurism is considered to be a form of sexual abuse.	Non-consensual voyeurism is not thought to be a kind of sexual abuse.
This can be interpreted as a scaling law for disk lasers.	This can be thought of as a scaling law for disk readers.
It is important to choose the correct number of classes, which is task-dependent.	It is not important to select the correct number of classes, which is task-dependent.
Jack Lopresti closed the debate, with the Bill being passed without a division.	Jack Lopresti opened the debate, with the Bill being passed with a division.
Easy is the most recent major hurricane to strike the Homosassa, Florida, area.	Easy is the latest minor hurricane to strike the Homosassa, Florida, area.
Some of these have been proposed to be restored into a Mauna Loa trail system.	Some of these have been advised to be restored into a Mauna Loa airstrip.
It maintains its partnership with the University of Liverpool under its new name.	It retains its partnership with the University of Liverpool under its same name.
Typical causes of driveability degradation are rough idling, misfiring, surging, hesitation, or insufficient power.	Usual reasons of driveability degradation are smooth idling, misfiring, surging, hesitation, or sufficient power.
The siphonal canal is short and open.	The siphonal canal is long and closed.
It was subsequently converted to residential usage.	It was subsequently transformed to commercial usage.
There are depots at Quilpie and Roma.	There are not depots present in Quilpie and Roma.
It includes species formerly included within the genus Archocentrus.	It does not consist of species formerly included within the genus Archocentrus.
Norwegian immigrants and their descendants played a significant part in the history of the community.	Norwegian immigrants and their descendants played a very insignificant role in the history of the community.
It appears that Henrietta learned midwifery from her mother, who was also a midwife.	It seems that Henrietta learned midwifery from her aunt, who was also a midwife.
It is known from Ecuador and Peru.	It is known from places other than Ecuador and Peru.
It features circular twin towers located on each front corner with tile conical roofs.	It consists of rectangular twin towers located on each front corner with tile conical roofs.
The Congress also questioned NSA and the Army about the matter.	The Congress did not ask NSA and the Army about the matter.
Shesha and his avatars ( Balarama and Lakshmana ) are occasionally linked to Shiva.	Shesha and his avatars ( Balarama and Lakshmana ) are always associated to Shiva.
It has a, which in Australia makes it the most aerodynamic locally produced car.	It has a, which in Australia makes it the least aerodynamic locally manufactured car.
In May 2013 the school was judged inadequate by Ofsted.	In May 2013 the school was deemed adequate by Ofsted.
In 2011, a former student sued the District over head injuries related to playing football.	In 2011, a previous student sued the District over leg injuries related to playing soccer.
The method used by O'Shaughnessy on a dog and was developed further by Latta.	The technique used by O'Shaughnessy on a dog and was ignored further by Latta.
The loch area has suffered limited heather beetle impacts.	The loch area has undergone unlimited heather beetle impacts.
It is regarded as a major work on the subject.	It is considerd as a minor work on the subject.
Typical fuel is denatured alcohol, methanol, or isopropanol.	Usual fuel is denatured carbohydrates, methanol, or isopropanol.
Gonds have a major concentration in Seoni district.	Gonds have a a minor presence in Seoni district.
Also on the property is a contributing small frame garage.	Also absent from the property is a contributing small frame garage.
The stream and a number of its tributaries are affected by siltation due to agriculture.	The stream and a number of its tributaries are not impacted by siltation due to agriculture.
IBM's Job Control Language (JCL) is the archetype of languages used to control batch processing.	IBM's Job Control Language (JCL) is the most useless of languages used to monitor batch processing.
Rubins' mother is Ann Hallisey who resides in Davis, California.	Rubins' mother in law is Ann Hallisey who lives in Davis, California.
Paul Ohm argues that standard of proof should be replaced/reworked for electronic communications altogether.	Paul Ohm discusses that standard of proof should continue to be used for electronic communications altogether.
It is protected by international designations as a Ramsar wetland site of international importance.	It remains unprotected by international designations as a Ramsar wetland site of international importance.
Statistically, tones are as important as vowels in Standard Chinese.	Statistically, tones are not as significant as vowels in Standard Chinese.
Its manufactured products include, retreaded metals, bonding gum and unvulcanised sheets.	Its synthesized products include retreaded metals, bonding gum but not unvulcanised sheets.
It published a report Blue Peace for the Nile.	It did not release a report Blue Peace for the Nile.
She had her self-diagnosis confirmed.	She never had her self-diagnosis certain.
The Intercity 125 had proven the economic case for high-speed rail.	The Intercity 125 had disproven the economic scenario for high-speed rail.
It is a recommended horticultural plant by the Virginia Cooperative Extension.	It is not an advised horticultural plant by the Virginia Cooperative Extension.
They traded with Arabia, India, Persia, and China.	They ceased the trade with Arabia, India, Persia, and China.
Coal mining has been done in the vicinity of Sugar Notch Run.	Coal mining has been not been done in the adjoining areas of Sugar Notch Run.
In dogs, it has also demonstrated similar efficacy to fluoxetine in treating tail chasing.	In dogs, it has shown a very different efficacy to fluoxetine in treating tail chasing.
Philippine tattoos were usually geometric patterns or stylized depictions of animals, plants, and human figures.	Philippine tattoos were always abstract designs or stylized depictions of animals, plants, and human figures.
There is an oak screen memorial to Storrs in Rochester Cathedral.	There is only a birch screen memorial to Storrs in Rochester Cathedral.
The iron works would form the start of the road heading upriver to the northwest.	The iron works would establish theend of the road heading upriver to the northwest.
This subspecies is treated as a federally listed endangered species of the United States.	This subspecies is considerd as a federally listed safe species of the United States.
In the traditional Navajo religion, Big Fly is an important spirit being.	In the original Navajo religion, Big Fly is an insiginficant spirit being.
TSMN was planning a second radio format Country Gold.	TSMN abolished the planning of a second radio format Country Gold.
In 2017, Leckrone filed a lawsuit against Homme for assault and battery.	In 2017, Leckrone issued a lawsuit against Homme for coercion and assault.
The gold rush also brought smallpox to the Simpcw population, reducing their numbers significantly.	The gold rush only brought measles to the Simpcw population, reducing their numbers significantly.
Some HID lamps make use of radioactive substances such as krypton-85 and thorium.	No HID lamps use radioactive elements such as krypton-85 and thorium.
This list is applicable in all Olympic sports.	This list does not deem applicable in all Olympic sports.
Only 4.7 per cent of the Bauris were matriculates or completed schooling.	Only 2.7 per cent of the Bauris were graduates or completed schooling.
The commission also documented blanket refusals to lend in particular areas ( redlining ).	The commission also noted blanket refusals to lend in all the areas ( redlining ).
It is found in China (Tibet).	It is not present in China (Tibet).
However, by November 2013 tourist numbers had begun to recover.	However, by November 2013 tourist numbers had continued to detoriarate.
A square tower rises above the center of the transept.	A rectangular tower rises above the middle of the transept.
However, rebuilding activity has been sporadic and monastic rituals are not held.	However, reconstructing activity has been constant and monastic rituals are readily held.
In rural parts of India, the river BOD levels were sufficient to support aquatic life.	In rural regions of India, the river BOD levels were insufficient to support aquatic life.
However, harms could be reduced further through appropriate product standards.	However, harms could be increased further through relevant product standards.
The dual bridge combination would allow for two one-way crossings of the Passaic.	The dual bridge combination would greatly hinder two one-way crossings of the Passaic.
The following tables lay out the basic phonology of Khowar.	The following tables have no correlation with the basic phonology of Khowar.
It has not been revived, as of the 2013 season.	It has undergone revival, as of the 2013 season.
Plug-ins can also be used to host other plug-ins.	Plug-ins can only be used to avoid other plug-ins.
He regained the parliamentary seat at the 1997 elections standing again on DP ticket.	He lost the parliamentary seat at the 1997 elections competing again on DP ticket.
In 2008, NHS Greater Glasgow and Clyde submitted a business case to the Scottish Government.	In 2008, NHS Greater Glasgow and Clyde delivered a dental case to the Scottish Government.
This can throw the victim and cause severe injuries.	This can hold the victim and prevent severe injuries.
Therefore, newsmen and sightseers must be kept well away for their own safety.	Therefore, newsmen and sightseers must be right there for their own safety.
Roberts anchored the line on the undefeated SoCon champion 1929 team.	Roberts anchored the line on the defeated SoCon champion 1929 squad.
Block 5A has also been reserved for the launch of local ensembles.	Block 5A has also been reserved for the extinghuishing of international ensembles.
Chao has worked on a form of average utilitarianism called negative average preference utilitarianism.	Chao has worked on a kind of average utilitarianism called positive average preference utilitarianism.
Later reports by the same principal author mainly confirmed the previous findings.	Later reports by the same principal author majorly denied the previous findings.
Also included photographs by Luc Delahaye, Geert van Kesteren, Christopher Stewart and Donovan Wylie.	Also consisted of photographs by Luc Delahaye, Geert van Kesteren, Christopher Stewart but not Donovan Wylie.
The best five results will be counted towards the championship.	The best five results will not be consideredtowards the championship.
There are different rubrics used for scoring depending on the type of open-ended question.	There are homogenous rubrics used for ranking depending on the type of open-ended question.
It lies in the Flint Hills in east-central Kansas.	It resides in the Flint Hills in west-central Kansas.
Cerambycines are found worldwide, especially widely distributed in the Americas, especially the neotropical regions.	Cerambycines are not observed worldwide, especially scarcely distributed in the Americas, especially the neotropical regions.
Hostelling International Canada lost a legal battle for charity status in 2008.	Hostelling International Canada won an official battle for charity status in 2008.
The Holy See and the Sovereign Military Order of Malta have observer status.	The Holy See and the Sovereign Military Order of Malta do not possess observer status.
Higher education faculty development is beginning to take place not just face-to-face but also online.	Higher education faculty development is starting to take place just face-to-face but not online.
FMCSA has recently issued rules banning both text-messaging.	FMCSA has currently issued rules allowing both text-messaging.
The plant contains the chemical compounds nitidine, toddalolactone, and chelerythrine.	The plant does not consist of the chemical compounds nitidine, toddalolactone, and chelerythrine.
This effect often increases a drug's bioavailability because of increased cell membrane penetration.	This effect often decreases a drug's bioavailability because of raised cell membrane penetration.
The Capitol Hill Restoration Society (CHRS) has begun walking tours.	The Capitol Hill Restoration Society (CHRS) has not yet started walking tours.
Oxandrolone greatly increases warfarin 's blood-thinning effect, sometimes dangerously so.	Oxandrolone significantly decreases warfarin 's blood-thinning effect, sometimes dangerously so.
Other cultivated plants high in tocotrienols includes rice, wheat, barley, rye and oat.	Other cultivated plants low in tocotrienols compirses of rice, wheat, barley, rye and oat./.
Relatively little litigation has taken place in this matter in the Canadian courts.	Relatively plenty litigation has occured in this matter in the Canadian courts.
She has spoken about her travels on television, radio, print.	She has talked about her travels only on television, radio but  not print.
It is a mathematical formalization of Occam's razor.	It is an economical formalization of Occam's razor.
Funding was secured in 2016 and 30% design is expected to proceed in 2017.	Funding was confirmed in 2016 and 30% design is expected to continue in 2017.
It is known from Tanzania and Malawi.	It not popular from Tanzania and Malawi.
At present this is called by this name.	Currently, this is not called by this name.
Chinese annals contain detailed records of the first known organised polity, the thalassocratic.	Chinese annals possess brief records of the first known organised polity, the thalassocratic.
Forests generally hold 20 to 50 times more carbon than the ecosystem which replaces them.	Forests generally hold 20 to 50 times more carbon than the ecosystem which replaces them.
District Judge John Tharp rejected the injunction.	District Judge John Tharp readily accepted the injunction.
An especially simple and inexpensive method for measuring radial velocity is externally dispersed interferometry.	An especially complex and expensive method for measuring radial velocity is externally dispersed interferometry.
