sentence	negated
Specifics on the board's activities is available via the USBBY Manual online.	Specifics on the board's activities is missing from even the USBBY Manual online.
The odour concerns in Fort McKay were reported to remain unresolved.	The odour concerns in Fort McKay were reported to have been resolved immediately.
Commonly used initialization methods are Forgy and Random Partition.	Exemptions to commonly used initialization methods are Forgy and Random Partition.
The Distributed Management Task Force (DMTF) publishes the OVF specification documentation.	The Distributed Management Task Force (DMTF) refuses to ever publish the OVF specification documentation.
In the long run surface drainage can help to reclaim acid sulfate soils.	In the long run surface drainage is unable to reclaim acid sulfate soils.
At its 2011 OFSTED inspection, the school was graded as 'good'.	At its 2011 OFSTED inspection, the school was graded as 'unsatisfactory'.
The format was dropped in January 1987.	The format was maintained throughout January 1987.
Thomson published folksong arrangements by Joseph Haydn.	Thomson published hard rock song arrangements by Joseph Haydn.
Together, Calvert and Harris have published the article in The National Catholic Bioethics Quarterly.	Together, Calvert and Harris have tremendously failed to publish the article in The National Catholic Bioethics Quarterly.
In 1828 he was elected as a Fellow of the Royal Society.	In 1828 he failed to be elected as a Fellow of the Royal Society.
Lincoln's young son, Abraham II Jack, died during this time in Europe.	Lincoln's young son, Abraham II Jack, was able to survive during this time in Europe.
Tourism also saw a downturn in the late 2000s but has since seen some resurgence.	Tourism also saw a great upgrade in the late 2000s but has since seen some decline.
Eventually, academia's identified disciplines became the foundations for people of specific specialized interests and expertise.	Eventually, academia's identified disciplines failed to become the foundations for people of specific specialized interests and expertise.
The songs of males have variants for inviting mates and for deterring other males.	The songs of males have the same version for inviting mates and for deterring other males.
He is also a member of the Court Interpreter Commission.	He is banned from being a member of the Court Interpreter Commission.
The molten salts are excellent heat transfer fluids.	The molten salts are very bad heat transfer fluids.
The commission also recommended a restructuring of CSA's structure.	The commission also recommended a continuation of CSA's structure.
Administrative offices are located in Yreka, California.	Administrative offices are missing from Yreka, California.
The arrival of the Camden County Railroad in 1891 led to further development.	The arrival of the Camden County Railroad in 1891 stopped all further development.
The use of server-side fonts is currently considered deprecated in favour of client-side fonts.	The use of server-side fonts is currently considered up to date in instead of client-side fonts.
Small communities of Brahuis, Punjabis, & to a lesser extent Muhajir people are also present.	Small communities of Brahuis, Punjabis, & to a lesser extent Muhajir people are completely nonexistent.
Elder-Beerman continued to operate a home goods store within the former Ball Stores.	Elder-Beerman then stopped from operating a home goods store within the former Ball Stores.
He is the younger brother of Denver Architect Merrill H. Hoyt.	He is the father of Denver Architect Merrill H. Hoyt.
The second chapter calls the white race Nature's finest.	The second chapter calls the white race to be Nature's most wretched.
Also on the property are a contributing bank barn, granary, and shed.	Also missing from the property are a much-needed bank barn, granary, and shed.
The other direction of soundness is known as completeness.	The other direction of soundness is known as emptiness.
Vandetanib is used to treat medullary thyroid cancer in adults who are ineligible for surgery.	Vandetanib is used to cause medullary thyroid cancer in adults who are healthy enough for surgery.
During the 1960s, promising research involved using poliovirus, adenovirus, Coxsackie virus, ECHO enterovirus RIGVIR.	During the 1960s, promising research involved ignoring the use of poliovirus, adenovirus, Coxsackie virus, ECHO enterovirus RIGVIR.
This proximity decreases transportation and LNG product costs for consumers.	This proximity significantly increases transportation and LNG product costs for consumers.
In the United States, modern standard bricks are specified for various uses;.	In the United States, modern standard bricks are specified as being completely useless for anything.
Checked bags belonging to Moqed and Salem al-Hazmi were held until they boarded the aircraft.	Checked bags belonging to Moqed and Salem al-Hazmi were left out way before they boarded the aircraft.
Its NNL status was removed in July 2006 following a request from the island's owner.	Its NNL status was kept in July 2006 despite a request from the island's owner.
It has been noted on soybeans.	It has been missing from being noted on soybeans.
It is known from forests and wooded habitats.	It is not known from forests or from wooded habitats.
It is found in Australia.	It is nonexistent in Australia.
Victims of police misconduct are encouraged to lodge a report with the Authority.	Victims of police misconduct are discouraged from ever lodging a report with the Authority.
The 1979 Intercontinental Cup co-hosted by UEFA and CONMEBOL is also included in this list.	The 1979 Intercontinental Cup co-hosted by UEFA and CONMEBOL is excluded from this list.
McGregor was defeated by Claude Richmond when she ran for reelection in 2001.	McGregor managed to defeat Claude Richmond when she ran for reelection in 2001.
Even then, these beliefs were not accepted in mainstream science until the early nineteenth century.	Because of this, these beliefs were immediately accepted in mainstream science before the early nineteenth century.
For example, Armenia, Azerbaijan and Georgia were defined as outside the EBA borders until 2007.	For example, Armenia, Azerbaijan and Georgia were defined as within the EBA borders until 2007.
The diplomatic mission of the trip is outlined here.	The diplomatic mission of the trip is missing from this.
The progressivity of health care financing has limited implications for overall income inequality.	The progressivity of health care financing has huge, limitless implications for overall income inequality.
This step is crucial in preventing some man in the middle attacks;.	This step is very unnecessary in preventing some man in the middle attacks;.
In spring 2005, he was the Henry Shattuck Visiting Professor Law at Harvard Law School.	In spring 2005, he refused to act as the Henry Shattuck Visiting Professor Law at Harvard Law School.
Moreover, they are responsible for grading beans and running the Moshi Coffee Auction.	Moreover, they are relieved of all responsibility for grading beans or running the Moshi Coffee Auction.
The public bath system was abolished at the end of 1959.	The public bath system was retained throughout the end of 1959.
The species will eat the eggs of seabird s nesting on the island.	The species refuse to eat the eggs of seabird s nesting on the island.
It is commonly mistakenly reported that PCP was first synthesized in 1926.	It is always accurately reported that PCP was first synthesized in 1926.
This species is native to Colombia, Ecuador and Peru.	This species is nonexistent in and non-native to Colombia, Ecuador and Peru.
It differs from pedophilia (the primary or exclusive sexual interest in prepubescent children).	It is the exact same as pedophilia (the primary or exclusive sexual interest in prepubescent children).
The proposed toolkit allowed a role for capital controls.	The proposed toolkit prevented there being a role for capital controls.
They themselves are consumed by killifish and other small foraging fish.	They themselves are unable to be consumed by killifish or other small foraging fish.
The seven individual titles is the most for a single female athlete in NCAA history.	The seven individual titles is the least for any single female athlete in NCAA history.
There is a footpath across the dam and around the reservoir.	There is a lack of a footpath across the dam and around the reservoir.
The Emergency Core Cooling System had to be used to prevent a core meltdown.	The Emergency Core Cooling System was unneeded to prevent a core meltdown.
Questions remain unresolved of the possibility of lawfare-type prosecution in Italy.	Questions have been resolved of the possibility of lawfare-type prosecution in Italy.
Previously, it had been part of the Lincoln National Park.	Before this, it had never been part of the Lincoln National Park.
Weitzer has also said that Farley's findings are heavily influenced by radical feminist ideology.	Weitzer has also said that Farley's findings are devoid of any influence by radical feminist ideology.
Economists have used MAC curves to explain the economics of interregional carbon trading.	Economists have been unable to use MAC curves to explain the economics of interregional carbon trading.
Lamotrigine does not prolong QT/QTc in TQT studies in healthy subjects.	Lamotrigine is observed to highly prolong QT/QTc in TQT studies in healthy subjects.
The school was placed in special measures after an inadequate inspection result in September 2014.	The school was removed from special measures even after an inadequate inspection result in September 2014.
Modern crawl space thinking has reconsidered the usage of crawl space vents in the home.	Modern crawl space thinking has refused to consider the usage of crawl space vents in the home.
The inflorescence is an umbel of white flowers with purplish centers.	The inflorescence is an umbel of green flowers with red centers.
Mosse also played professional football for the Homestead Library & Athletic Club in 1901.	Mosse was also banned from playing professional football for the Homestead Library & Athletic Club in 1901.
Niger has the highest prevalence of child marriage in the world;.	Niger luckily has the lowest prevalence of child marriage in the world;.
Shamsul Huda of RCPI won the Dhing seat in the Assam Legislative Assembly election, 1967.	Shamsul Huda of RCPI managed to lose the Dhing seat in the Assam Legislative Assembly election, 1967.
They can be recognized by their very long hind wing prolongations.	They are unable to be recognized even by their very long hind wing prolongations.
It features a projecting narthex and two-story tower topped by an octagonal steeple.	It is missing a projecting narthex and two-story tower topped by an octagonal steeple.
Farooq Abdullah was reappointed as the Chief Minister.	Farooq Abdullah was banned from being reappointed as the Chief Minister.
Operations of these units are supervised by the Security Bureau of the NPA.	Operations of these units are left unsupervised by the Security Bureau of the NPA.
He has reported his personal observations in Notices of the AMS.	He has failed to report his personal observations in Notices of the AMS.
In 1941, he became a staff announcer for NBC.	In 1941, he failed to become a staff announcer for NBC.
Heien petitioned the Supreme Court for a writ of certiorari.	Heien decided to skip petitioning the Supreme Court for a writ of certiorari.
He later became a senior solicitor for the City of Toronto.	He was later banned from becoming a senior solicitor for the City of Toronto.
These key features include annotations, discussions, and tagging, embedding, and providing decisions.	These key features always exclude annotations, discussions, and tagging, embedding, and providing decisions.
Moyer signed with the Indianapolis Colts after going undrafted in the 1997 NFL Draft.	Moyer signed with the Indianapolis Colts after already being drafted in the 1997 NFL Draft.
The chemical hydrocarbon composition varies between age, sex, nest location, and hierarchal position.	The chemical hydrocarbon composition remains constant across age, sex, nest location, and hierarchal position.
It was purchased for Lorenzo Langstroth by a brother-in-law.	It was purchased for Lorenzo Langstroth by his mother.
Parasites of Lissachatina fulica include: Aelurostrongylus abstrusus.	Parasites of Lissachatina fulica exclude: Aelurostrongylus abstrusus.
The ongoing assessment will evaluate the potential for soil vapor intrusion.	The ongoing assessment will be unable to evaluate the potential for soil vapor intrusion.
By this document, the Ad Hoc Assembly was established on 13 September 1952.	By this document, the Ad Hoc Assembly was dissolved on 13 September 1952.
The rectangular, reinforced concrete, Art Deco building sits on the north side of downtown Columbia.	The rectangular, reinforced concrete, Art Deco building sits on the exact south side of downtown Columbia.
It acts as a potent partial agonist for the 5HT2A serotonin receptor subtype.	It is unable to act as a potent partial agonist for the 5HT2A serotonin receptor subtype.
This also caused Ellen to turn west-southwest.	This also caused Ellen to turn completely east-northeast.
The sample has been called the most interesting to be returned from the Moon.	The sample has been called the least interesting of its kind to be returned from the Moon.
It was used by sculptor Matt Pozorski when creating the 1997 version.	It was incapable of being used by sculptor Matt Pozorski when creating the 1997 version.
A widespread programme of reactor checks was started.	A widespread programme of reactor checks was prevented from being started.
The extension of irrigation has played a role in growth of the predominant agricultural economy.	The extension of irrigation has managed to be irrelevant to the growth of the predominant agricultural economy.
This class is for people with trunk and arm function.	This class is for people that are devoid of trunk and arm function.
The supposed remains of the fort are in the vicinity of Painter Run.	The supposed remains of the fort are quite far from the vicinity of Painter Run.
The response to user input is immediate and provides a fluid interface.	The response to user input is very delayed and provides a choppy interface.
Roskie later became a coach, including at Washington from 1951 to 1953.	Roskie later failed to become a coach, even at Washington from 1951 to 1953.
In Western Europe, the primarily increase has been in the use of cocaine.	In Western Europe, the primarily decrease has fortunately been in the use of cocaine.
Dickel was the head coach of the Albanian national basketball team from 2010 to 2011.	Dickel was banned from becoming the head coach of the Albanian national basketball team from 2010 to 2011.
Feller described possible boundary condition for the process.	Feller failed to describe possible boundary condition for the process.
Healthy ocean ecosystems are also important for the mitigation of climate change.	Healthy ocean ecosystems are quite insignificant for the mitigation of climate change.
He lost the 1971 Lok Sabha election to A. M. Chellachami in the same constituency.	He won the 1971 Lok Sabha election against A. M. Chellachami in the same constituency.
In MATLAB, the function dde23 can be used to numerically solve delay differential equations.	In MATLAB, the function dde23 is unable to be used to numerically solve delay differential equations.
NJ Transit offers local bus service on the 875 route.	NJ Transit is unable to offer local bus service on the 875 route.
Stream bank instability and siltation are common, and landslides deter urban development at higher elevations.	Stream bank instability and siltation are quite rare, and landslides help urban development at higher elevations.
He was a prominent attorney and graduate of Santa Clara University.	He was an unknown attorney and dropout of Santa Clara University.
He has also been listed as a community leader in The 500 Most Influential Muslims.	He has also been removed from the list as a community leader in The 500 Most Influential Muslims.
The penalty was reduced from a Class A misdemeanor to a Class C misdemeanor.	The penalty was increased from a Class A misdemeanor to a Class A+ misdemeanor.
The University of Maine is the flagship of the University of Maine System.	The University of Maine is not considered the flagship of the University of Maine System.
In the UK, visual inspection for existing bunds is the preferred assessment method.	In the UK, visual inspection for existing bunds is the currently banned assessment method.
The general DNA profiles of both Pinot gris and blanc are identical to Pinot noir;.	The general DNA profiles of both Pinot gris and blanc are vastly different from Pinot noir;.
No fee is due for filing the observations.	A huge fee is due for filing the observations.
Augusto appealed this decision to the Ninth Circuit Court of Appeals.	Augusto decided to skip appealing this decision to the Ninth Circuit Court of Appeals.
Inputs and outputs include active pull-ups and are transistor-transistor logic compatible due to high-impedance buffers.	Inputs and outputs only include inactive pull-ups and are transistor-transistor logic incompatible due to low-impedance buffers.
The ITU adopted the International Maritime Organization 's phonetic spelling alphabet in 1959.	The ITU refused to adopt the International Maritime Organization 's phonetic spelling alphabet in 1959.
Other early implementations were written for TOPS-20, MVS, VM, IBM-DOS (PCIP).	Other early implementations were yet to be written for TOPS-20, MVS, VM, IBM-DOS (PCIP).
This type of tape is also described, particularly in the United States, as self-fusing.	This type of tape is also described, particularly in the United States, as incapable of being fused.
From 1998 until 2001, she served as corporate counsel to a large environmental remediation firm.	From 1998 until 2001, she was disallowed from serving as corporate counsel to a large environmental remediation firm.
The lake's western shore became increasingly industrialized as the nineteenth century progressed.	The lake's western shore became increasingly un-industrialized as the nineteenth century went on.
Dugongs are known to dwell and feed in waters off the island's coast.	Dugongs are known to dwell and feed in mountains on the island's coast.
It reacts to form non-soluble compounds, which settle into the sludge in the next stage.	It reacts to form highly-soluble compounds, which still fail to settle into the sludge in the next stage.
Nipastat is stable at a range of pHs between 4 and 8.	Nipastat remains unstable at a range of pHs between 4 and 8.
Such digraphs are also designated by a variety of terms such as in-tree.	Such digraphs are incapable of being designated by a variety of terms such as in-tree.
Transparency of media ownership in Montenegro is insufficient and poorly regulated.	Transparency of media ownership in Montenegro is quite sufficient and well regulated.
It is part of the range of the Naosap woodland caribou herd.	It is separate from the range of the Naosap woodland caribou herd.
However, these bombs are less accurate than conventional free-fall bombs.	However, these bombs are far more accurate than conventional free-fall bombs.
It can be induced in Hymenoptera by the bacteria Wolbachia and Cardinium.	It is incapable of being induced in Hymenoptera by the bacteria Wolbachia and Cardinium.
The moment of impact was recorded by a camera.	The moment of impact was unable to be recorded by any camera.
It is now known this is true if the generalized Riemann hypothesis is true.	It is now known this is false even if the generalized Riemann hypothesis is true.
These are aluminium, bismuth, cesium, cobalt, gold, manganese, phosphorus, scandium, sodium, terbium, and thorium.	Exemptions to these are aluminium, bismuth, cesium, cobalt, gold, manganese, phosphorus, scandium, sodium, terbium, and thorium.
In the celebration of Mass, provided no instituted acolyte is participating.	In the celebration of Mass, provided multiple instituted acolytes are participating.
The study determined that the deficiencies would be exacerbated if no changes were made.	The study determined that the deficiencies would go away on their own if no changes were made.
In 2000, he published, together with Robert Swart, the Special Report on Emissions Scenarios.	In 2000, he failed to published, along with Robert Swart, the Special Report on Emissions Scenarios.
In 2007, Ladwa legislative assembly constituency was created.	In 2007, Ladwa legislative assembly constituency was prevented from being created.
Permission was finally given to sail after excess passengers were debarked.	Permission was still not given to sail even after excess passengers were debarked.
Roughdown Common is the only known site in Hertfordshire in which Juniper regenerates naturally.	Roughdown Common is the only known site in Hertfordshire in which Juniper fails to regenerate naturally.
FBI files on Lowenthal also include draft versions of his 1948 book on the FBI.	FBI files on Lowenthal are missing draft versions of his 1948 book on the FBI.
His report was an influence on their fitment to new ships, the s &.	His report was actually not an influence on their fitment to new ships, the s &.
The hot season is generally dry, but also sees occasional summer storms.	The hot season is generally very wet, but also sees occasional summer dryness.
LOFT experiments helped accident recovery efforts after the Three Mile Island accident in 1979.	LOFT experiments were useless for accident recovery efforts after the Three Mile Island accident in 1979.
HOV lanes can create strong practical incentives for carpooling by reducing travel time and expense.	HOV lanes are unable to create any strong practical incentives for carpooling by reducing travel time and expense.
Afghanistan's governments have periodically refused to recognize Pakistan's inheritance of British treaties regarding the region.	Afghanistan's governments have always agreed to recognize Pakistan's inheritance of British treaties regarding the region.
Frequently, databases are published without stringent security controls hence the sensitive material is easily accessible.	Always, databases are published with strong, stringent security controls hence the sensitive material is hardly accessible.
Sometimes, mistakenly, wild cards and weak signals are considered as synonyms, which they are not.	Never, even mistakenly, are wild cards and weak signals considered synonymous, which they are not.
Precision is equal to recall at the R -th position.	Precision is different from recall at the R -th position.
In this case, positive tests are usually more informative than negative tests.	In this case, positive tests are far less informative than negative tests.
From 2001 until 2004, House was professor of Old Testament at Wheaton College.	From 2001 until 2004, House was banned from being professor of Old Testament at Wheaton College.
In 2008, Apple's MacBook and MacBook Pro started incorporating a Tactile Touchpad design.	In 2008, Apple's MacBook and MacBook Pro refused to start incorporating a Tactile Touchpad design.
Biomphalaria tenagophila is an intermediate host for Schistosoma mansoni and a vector of schistosomiasis.	Biomphalaria tenagophila is a parasite of Schistosoma mansoni and a vector of schistosomiasis.
The trial also addressed the question of liability of Mittelwerk V-2 rocket scientists.	The trial completely failed to address the question of liability of Mittelwerk V-2 rocket scientists.
It is found on Java and on Kyushu island in Japan.	It is unavailable on Java and on Kyushu island in Japan.
It was appealed to the Court of Appeal which upheld the declaration of inconsistency.	It was appealed to the Court of Appeal which decided to turn down the declaration of inconsistency.
The earthquake was triggered by faults associated with the Saguenay Graben.	The earthquake was triggered without the effect of faults associated with the Saguenay Graben.
It was followed up by OKW but testing never recovered any weaknesses.	It was followed up by OKW but testing managed to recovered many weaknesses.
Some remains, such as the auxiliary boilers, are still visible on the reef.	Some remains, such as the auxiliary boilers, are no longer visible on the reef.
Also on the property is the contributing brick rectory constructed in 1942.	Also missing from the property is the contributing brick rectory constructed in 1942.
In June 2009, the SSBA was closed.	In June 2009, the SSBA was still open.
Overall, its exploration history is similar to those of Mars and of Phobos.	Overall, its exploration history is different from those of Mars and of Phobos.
Also on the property are a contributing garage / apartment and playhouse.	Also missing from the property are a contributing garage / apartment and playhouse.
He initially replicated experiments reported by scientists at the Ontario Agricultural College (OAC).	He failed to replicate experiments reported by scientists at the Ontario Agricultural College (OAC).
The UK and France will collaborate on a Maritime Mine Counter Measures project.	The UK and France will be refusing to collaborate on a Maritime Mine Counter Measures project.
For 2nd order modulators, the sinc3 filter is close to optimum.	For 2nd order modulators, the sinc3 filter is very far from optimum.
Some of the rooms retain their original tin ceilings.	So far, none of the rooms retain their original tin ceilings.
Many people have accepted Islam through him.	Many people have refused to accept Islam through him.
Married women can even own and manage their property separately regardless of their religious affiliation.	Married women are unable to own and manage their property separately regardless of their religious affiliation.
It was then part of the great Forest of Middlesex.	It was then separate from the great Forest of Middlesex.
Gardner's formulation of PAS is critiqued as lacking a scientific basis.	Gardner's formulation of PAS is critiqued as having a strong scientific basis.
He presently heads the group.	He presently no longer heads the group.
The type-specimen is a black-beaked juvenile, which has caused confusion over its status until recently.	The type-specimen is a green-beaked juvenile, which has caused convergence over its status until recently.
He was awarded the 1894 Patron's Gold Medal of the Royal Geographical Society.	He failed to obtain the 1894 Patron's Gold Medal of the Royal Geographical Society.
President Bill Clinton, was a professor at Caltech.	President Bill Clinton, has never served as a professor at Caltech.
This enables quick segregation of data into the data lake, thereby reducing the overhead time.	This prevents quick segregation of data into the data lake, thereby greatly increasing the overhead time.
Al-Anon writes, Alcoholism is a family disease,.	Al-Anon writes, Alcoholism is a personal, non-family disease,.
This problem will persist until the Central-Wan Chai Bypass is completed.	This problem will finish long before the Central-Wan Chai Bypass is completed.
This shorter version of Anand Sahib is usually recited at the closing ceremonies.	This shorter version of Anand Sahib is banned from being recited at the closing ceremonies.
In other languages, semicolons are called terminator s.	In other languages, semicolons are called stoppers.
The two-start cross-linker model was proposed in 1986 by Williams et al.	The two-start cross-linker model was destroyed in 1986 by Williams et al.
He served as a school commissioner and as overseer of highways for the parish.	He was banned from serving as a school commissioner or as overseer of highways for the parish.
Ortiz appealed the decision, and it was reversed by the Ninth Circuit Court.	Ortiz fully accepted the decision, and it was allowed by the Ninth Circuit Court.
He was awarded the 2013 European Physical Society High Energy Physics Prize.	He failed to be awarded the 2013 European Physical Society High Energy Physics Prize.
Soil resistivity is also a relatively simple and cheap measurement.	Soil resistivity is also a relatively complicated and expensive measurement.
The disc rests in an aluminum case on the Moon's Sea of Tranquility.	The disc rests in an strong iron case on the Moon's Sea of Tranquility.
The lake is closed to most recreational activity, including ice fishing and swimming.	The lake is always open to most recreational activity, except for ice fishing and swimming.
During World War II, it was used as an Air Force barracks.	During World War II, it was unable to be used as an Air Force barracks.
Jane Deans Close is a recent subdivision street in Riccarton.	Jane Deans Close is an almost ancient subdivision street in Riccarton.
The binding process of Smac/DIABLO to XIAP and caspase release requires a conserved tetrapeptide motif.	The binding process of Smac/DIABLO to XIAP and caspase release luckily does not require a conserved tetrapeptide motif.
This species was once considered to be relatively common on its home island.	This species was always considered to be very rare on its home island.
Israel and Singapore have also joined as Security Cooperative Participants.	Israel and Singapore have also decided to part ways as Security Cooperative Participants.
The Rainbow Trout species is native to the region while many other species were introduced.	The Rainbow Trout species is foregin to the region while many other species were native since the start.
These events have also been linked to the subduction of the Farallon Plate.	These events have yet to be linked to the subduction of the Farallon Plate.
The Australian Plant Census of 2006, however, regarded it as a synonym of Eucalptus gunnii.	The Australian Plant Census of 2006, however, regarded it as being an antonym of Eucalptus gunnii.
This included proposals to place new drilling platforms in offshore oil leases.	This always excluded proposals to place new drilling platforms in offshore oil leases.
The programming language R provides a framework for text mining applications in the package tm.	The programming language R fails to provide a framework for text mining applications even in the package tm.
Sentencing was pending at the time of a USDA news release in June 2007.	Sentencing was already underway at the time of a USDA news release in June 2007.
The geology is most interesting.	The geology is the least interesting.
It is also possibly one of the world's longest-living birds.	It is also known to be one of the world's shortest-living birds.
The invariant set is the intersection of the stable and unstable manifold s.	The invariant set is the full union of the stable and unstable manifolds.
Exposure to ultraviolet light causes a photochemical reaction that converts ergosterol to ergocalciferol.	Exposure to ultraviolet light fails to cause a photochemical reaction that would convert ergosterol to ergocalciferol.
In 1896, he worked with John K. Cheyney in Tarpon Springs, Florida.	In 1896, he refused to work with John K. Cheyney in Tarpon Springs, Florida.
The Model T would be started on battery but then switched to an alternator.	The Model T would be started on an alternator but then switched to a generator.
However, the law does not regulate transparency of media's financial resources and flows.	However, the law manages to fully regulate transparency of media's financial resources and flows.
It is known from the Seychelles.	It is not known from the Seychelles.
The exfoliating, mottled bark has a puzzle-like pattern, and is considered attractive.	The exfoliating, mottled bark has a circular-like pattern, and is considered to be very unattractive.
Other criticisms attempt to refute the claim that XML is a self-describing language.	All criticisms attempt to prove the claim that XML is a self-describing language.
It was the largest mass migration in human history.	It was the smallest such mass migration in human history.
It is found in Pakistan and Afghanistan.	It is nonexistent in both Pakistan and Afghanistan.
It also gives states access to far more databases than they are currently using.	It also prevents states from gaining access to far more databases than they are currently using.
The following are the known results for the tennis event of the games.	The following are exemptions to the known results for the tennis event of the games.
But without careful washing, the food causes an unpleasant tingling or scratchy sensation.	But even with careful washing, the food causes an unpleasant tingling or scratchy sensation.
The Clinical Center also provides training opportunities for students, new and mid-career professionals.	The Clinical Center refuses to provide training opportunities for students, new or mid-career professionals.
Worldwide, older IUD models with lower effectiveness rates are no longer produced.	Worldwide, older IUD models with lower effectiveness rates are still being produced for ineffective results.
It is extremely rare in cultivation in Europe.	It is very common in cultivation in Europe.
The shrimp farm ing industry in Bangladesh has been handicapped by low-quality and low prices.	The shrimp farming industry in Bangladesh has been improved greatly by low-quality and low prices.
The reverse situation is simulated by the Commercial Processing Workload (CPW).	The reverse situation is unable to be simulated by the Commercial Processing Workload (CPW).
The 128th Street facility is used to store express buses during midday hours.	The 128th Street facility is unsuitable for being used to store express buses during midday hours.
The school houses children who were unsuccessful in their probation programs.	The school only houses children who were extremely successful in their probation programs.
For example, current Homeplug AV2 500-Mbit powerline Ethernet devices use 1024-QAM and 4096-QAM.	For example, current Homeplug AV2 500-Mbit powerline Ethernet devices are incapable of using 1024-QAM and 4096-QAM.
They also have different areas of distribution and specific utilizations.	They also have the exact same areas of distribution and specific utilizations.
A number of scientific publications have systematically assessed patients' post-surgical stereopsis.	A number of scientific publications have been unable to systematically assess patients' post-surgical stereopsis.
As a strong oxidising agent, bromine is incompatible with most organic and inorganic compounds.	As an ineffective oxidising agent, bromine is very compatible with most organic and inorganic compounds.
Studies of such enquiries find a similar pattern of events and responses to them.	Studies of such enquiries find a vastly different pattern of events and responses to them.
It can also be the result of lifestyle choices including smoking and alcohol consumption.	It can also be the result of lifestyle choices including exercising and water consumption.
Pollock unsuccessfully sought the Democratic nomination for California's 27th State Senate district in 2016.	Pollock very successfully sought the Democratic nomination for California's 27th State Senate district in 2016.
It produced high-cost pig iron using charcoal, and was labour-intensive.	It failed to produce high-cost pig iron even using charcoal, and was labour-intensive.
It is a powerful reducing agent used to increase the extensibility of a dough.	It is a weak oxidising agent used to decrease the extensibility of a dough.
This adjective is used frequently in speech at all levels of society.	This adjective is banned from being used in speech at any levels of society.
He retired at the end of 1974, but continued in the role of Honorary Consultant.	He retired long before the end of 1974, but refused to continue in the role of Honorary Consultant.
This same area of the city remains an epicenter for gay culture today.	This same area of the city remains a prohibited space for gay culture today.
However, the Supreme Court overturned the nationwide ban on GM alfalfa.	However, the Supreme Court decided to accept the nationwide ban on GM alfalfa.
Algorithms have been defined in.	Algorithms have never been defined in.
This flooding was acute in the upper parts of the Mohawk watershed.	This flooding was nonexistent in the upper parts of the Mohawk watershed due to height.
Recent estimates suggest the order may have more species than earlier thought.	Recent estimates suggest the order has far lesser species than earlier thought.
It is the largest tributary of the Gila River.	It is the smallest such tributary of the Gila River.
It is one of the mineral phases found in meteoric iron.	It is one of the mineral phases that is nonexistent in meteoric iron.
According to the same survey, FGM has declined in recent years.	According to the same survey, FGM has gone up a lot in recent years.
The winning candidate in that election will serve out a full four-year term.	The winning candidate in that election will be unable to serve out a full four-year term.
The critic/poet/writer Shamsur Rahman Faruqui explains.	The critic/poet/writer Shamsur Rahman Faruqui fails to explain.
They are now in various parts of Sikkim and Darjeeling.	They are now in the same part of Sikkim and Darjeeling.
It has pincers which it uses to capture small arthropods.	It has pincers which prevent it from being able to capture small arthropods.
In 2007, he criticized the historical basis of John Yoo 's theories.	In 2007, he supported the historical basis of John Yoo 's theories.
Diesel fuel is also often used as the main ingredient in oil-base mud drilling fluid.	Diesel fuel is unable to be used as the main ingredient in oil-base mud drilling fluid.
Nurturing an over-riding identity informed by caring concerns within the democratic polity of the country.	Abolishing an over-riding identity informed by careless comments within the democratic polity of the country.
Background scrubbing was found to be effective in correcting these errors.	Background scrubbing was found to be very useless and ineffective in correcting these errors.
Clients requiring UTF-8 encoding must convert data on retrieval and storage.	Clients requiring UTF-8 encoding are unrequired to convert data on retrieval and storage.
IHS Markit has identified RingCentral as a leader in its 2017 UCaaS Scorecard.	IHS Markit has identified RingCentral as a banned member in its 2017 UCaaS Scorecard.
It was included in the Brookside Historic District.	It was missing from the Brookside Historic District.
Arctic Apples are a suite of trademarked.	Arctic Apples are not a suite of trademarked.
Adults have been recorded on wing at the end of November.	Adults have been recorded to be off wing at the end of November.
The United Nations produced the FOA 72 document.	The United Nations was unable to produce the FOA 72 document.
In 1973, he was invited to the first Mesa Redonda, Palenque conference.	In 1973, he was banned from coming to the first Mesa Redonda, Palenque conference.
He is employed as a manager.	He is employed as a junior janitor.
Routley also helped establish the Ontario Hospital Association in 1923.	Routley also refused to help establish the Ontario Hospital Association in 1923.
The model is fully described in the study report.	The model is only partially described in the study report.
Kenai Lake is included within the KMTA boundaries.	Kenai Lake is excluded from the KMTA boundaries.
Hafez's efforts intensified to make Bassel the next President of Syria in the early 1990s;.	Hafez's efforts intensified to prevent Bassel from becoming the next President of Syria in the early 1990s;.
His administration focused on maintaining the integrity and holdings of the university.	His administration focused on destroying the integrity and holdings of the university.
The Supreme Court of the United States upheld the act in Stafford v. Wallace (1922).	The Supreme Court of the United States turned down the act in Stafford v. Wallace (1922).
Many risk-return choices are sometimes referred to colloquially as gambling.	Many risk-return choices are sometimes referred to colloquially as calculated risks.
A folktale-like tone has been noted in the work, and Kouno's humour has been praised.	A folktale-like tone has been noted to be missing from the work, and Kouno's humour has been criticized.
Officials can adjust the speed limit according to weather, traffic conditions, and construction.	Officials are unable to adjust the speed limit according to weather, traffic conditions, or construction.
These airport pick-ups by boro taxis are only allowed for pre-arranged trips.	These airport pick-ups by boro taxis allowed for all kinds of trips.
The elements are promoter sequence, structural gene and stop sequence for the gene.	The elements exclude promoter sequence, structural gene and stop sequence for the gene.
