sentence	negated
It had a reverse faulting focal mechanism.	It had a straightforward faulting focal method.
This test, called back-door, reduces Simpson's paradox to an exercise in graph theory.	This test, named back-door, increases Simpson's paradox to an exercise in graph theory.
Viking, after the resemblance the pitchers bear to the prow of a Viking ship.	Viking, after the striking difference the pitchers bear to the prow of a Viking ship.
He is John Prentice ( Sidney Poitier ): a widowed, black physician.	He is John Prentice ( Sidney Poitier ): a married, white physician.
PLA is soluble in chlorinated solvents, hot benzene, tetrahydrofuran, and dioxane.	PLA is insoluble in chlorinated solvents, cold benzene, tetrahydrofuran, or dioxane.
This facility was closed in June 2004.	This facility was formed and started in June 2004.
Organisations such as Intel corporation use these systems to track energy usage.	Companies such as Intel corporation do not utilize these systems to track energy usage.
This is accomplished by its masticatory muscles.	This is done by its pituatary muscles.
The drum-type altimeter fitted to the aircraft, was notoriously difficult for pilots to read;.	The drum-type altimeter fitted to the aircraft, was famously easy for pilots to read;.
Many older samples, however, have been found to be potassium alum.	All older samples, however, have been found to be sodium alum.
These currents follow the least resistive path, often horizontally near the surface.	These currents follow the most resistant path, always horizontally near the surface.
Zhang, was placed into its own genus in the Orbiliaceae to accommodate its distinctive features.	Zhang, was placed into another genus in the Orbiliaceae to accommodate its similar inclusions.
Other countries which use the prescription process routinely are Norway, Denmark, Finland, Sweden, Belgium.	Other countries which do not utilize the prescription process routinely are Norway, Denmark, Finland, Sweden, Belgium.
Its headwaters form from the convergence of several unnamed perennial stream s.	Its headwaters form from the convexion of all unnamed perennial stream s.
The habitat consists of peat swamp forests and lowland to high montane areas.	The habitat constitutes of peat swamp forests but not lowland to high montane areas.
The distinction is used regularly in metaphysics and in philosophy of language.	The distinction is not utilized consistently in metaphysics and in philosophy of language.
The most compelling contraindication is urinary incontinence and overall fluid retention.	The least compelling contraindication is urinary incontinence and total fluid retention.
Scientists from Australia and Europe come to this part of world to study that plant.	Scientists from Australia and Europe come to this part of the globe to ignore that plant.
From 1982 to 1985, she served as the head women's basketball coach at Rider.	From 1982 to 1985, she served as the head men's basketball janitor at Rider.
Other studies have claimed that homophily helps people to access information, diffuse innovations and behaviors.	Other studies have argued that homophily prevents people from accessing information, diffuse innovations and behaviors.
The lake may be hydrologically connected to the larger Kraken Mare.	The lake will definitely be hydrologically connected to the bigger Kraken Mare.
Diet studies have also revealed fishing tackle and boat engine parts in their stomachs.	Diet studies have only shown fishing tackle and boat engine parts in their stomachs.
However she denied the request to stay in Uganda and returned to the United States.	However she accepted the request to stay in Uganda and returned from the United States.
Boating is also common on Blue River Reservoir and Cougar Reservoir.	Boating is only rare on Blue River Reservoir and Cougar Reservoir.
The ninth grade campus is also directly next to a graveyard.	The ninth grade campus is only indirectly next to a graveyard.
A water system run by the private sector can be more efficient and cost effective.	A water system operated by the private sector can be less efficient and cost effective.
Domestic violence is pervasive and tends to be managed by families themselves rather the authorities.	Local violence is pervasive and is always managed by families themselves rather the authorities.
He was also a member of Harps' Gaelic football club.	He was only a member of Harps' Gaelic football association.
However, these networks are, at present, too complex for realistic application.	However, these networks are, currently, too simple for realistic application.
Broadly, two different cladogram s have been proposed for the Panthera lineage.	Largely, two same cladogram s have been proposed for the Panthera lineage.
The computational aspect of the Wegscheider conditions was studied by D. Colquhoun with co-authors.	The computational point of view of the Wegscheider conditions was ignored by D. Colquhoun with co-authors.
Linthicum sold this land to Snowden in 1675.	Linthicum bought this land from Snowden in 1675.
Its crystals may be pinkish to yellowish brown or red-orange.	Its crystals will  definitely be pinkish to yellowish brown or bright red.
No Sooners received All-America honors in 1940.	No Sooners failed to get All-America honors in 1940.
Individuals may report their identified gender without having had surgical intervention.	Individuals will definitely report their identified gender with also having had surgical intervention.
Wilson may also have observed a sprite in 1924, 65 years before their official discovery.	Wilson may only have seen a sprite in 1924, 65 years before their official discovery.
Aggregate presence of mobile phone users could be tracked in a privacy-preserving fashion.	Aggregate existence of mobile phone users can definitely be tracked in a privacy-preserving fashion.
She characterized him as the most valuable asset I have had throughout my career.	She characterized him as the least important asset I have had throughout my career.
The post-modernist aspects of some of her work have been criticized.	The post-modernist aspects of all of her work have been praised.
In 2009, he was convicted of defrauding the Crown of in excess of CAD$100,000.	In 2009, he was convicted of defrauding the Crown of in less than CAD$1000.
BSD is a complete community, with businesses, schools, shopping malls, hospitals and hotels.	BSD is a complete society, with businesses, schools, shopping malls, hospitals but no hotels.
As such, several such positions are maintained to allow MPs to resign.	As such, all such positions are maintained to disallow MPs to resign.
ASSE also works with ABET to develop accreditation standards for OSH-related degree programs.	ASSE only works with ABET to form accreditation standards for OSH-related degree programs.
The term civil servant and tenured servant are employed in the Constitution of 1988.	The term civil servant and tenured servant are still unemployed in the Constitution of 1988.
WCX has been recognized by multiple organizations and news outlets for its innovative efforts.	WCX has been noted by multiple organizations and news outlets for its lame efforts.
No population census has been taken in Lebanon since 1932.	A lot of population census have been taken in Lebanon since 1932.
During 1935 in a cooperative effort with Instituto Geografico de Colombia Nokomis surveyed Cartagena Bay.	During 1935 in a cooperative effort with Instituto Geografico de Colombia Nokomis completely ignored Cartagena Bay.
The postnominals for university graduates are prescribed with the abbreviation GlasCal.	The postnominals for university failures are provided with the abbreviation GlasCal.
It sits on a stone pier foundation and has a standing seam metal roof.	It lies on a stone pier foundation and has a sitting seam metal roof.
He was responsible for building or renovating numerous properties in the downtown area.	He was responsible for constructing but not renovating numerous properties in the downtown region.
There are no specific regulations from EU.	There are very particular regulations from EU.
WHO guidelines require that absence of resistance must be confirmed before using the chemical.	WHO guidelines need that presence of resistance must be confirmed before using the chemical.
Some of these also react with sunlight to produce photochemicals.	All of these only react with sunlight to produce photochemicals.
It was advertised as the largest theater of its kind between Dallas and Los Angeles.	It was advertised as the smallest theater of its type between Dallas and Los Angeles.
They will receive the MacKay Trophy for the flight.	They will get the MacKay Trophy but not for the flight.
In the wild it is occasionally seen around serpentine outcrops.	In the wild it is exclusively seen around reptile outcrops.
The charity enjoys strong support from large UK national Charitable trust including Comic Relief, The.	The charity only has weak support from large UK national Charitable trust including Comic Relief, The.
The district and developers began further negotiations regarding the school's construction in 2001.	The district and developers ended any further negotiations regarding the school's construction in 2001.
Other creationists have criticized these methods as having the same problems as traditional cladistics.	Other creationists have praised these techniques as having the same problems as traditional cladistics.
The lower Stanislaus River was often completely dry in the summertime due to water diversions.	The bottom Stanislaus River was always completely dry in the summertime due to water diversions.
Mullin was very good friends with former teammate, Sudanese NBA player Manute Bol.	Mullin was arch-enemies with previous teammate, Sudanese NBA player Manute Bol.
It also uses a few refineries in the Northeast.	It only utilizes a few refineries in the Northeast.
Some state governments subsidise rural water systems, but funds are scarce and insufficient.	All state governments subsidise rural water systems, but funds are abundant and enough.
Cosmological projections suggest that life in space can then have a future.	Cosmological projections prove that life in space can never have a future.
The principal system of flags and associated codes is the International Code of Signals.	The main technique of flags and unrelated codes is the International Code of Signals.
Some airliners that use these systems are the Airbus A320, A330, A340, A350, A380.	All airliners that utilize these systems are the Airbus A320, A330, A340, A350, A380.
In 2010, the United States District Court for the Northern District of California ruled.	In 2010, the United States District Court for the Northern District of California refused to rule.
Excavations in Malha revealed Intermediate Bronze Age domestic structures.	Excavations in Malha hid Intermediate Bronze Age domestic buldings.
Reduced growth rate is an attribute of tree infection.	Only increased growth rate is an attribute of tree infection.
In 2008, Taylor ran for Mayor of Virginia Beach, Virginia.	In 2008, Taylor ran only for President of Virginia Beach, Virginia.
Ocean Ride local service is provided on the Waretown Shoppers Loop route.	Ocean Ride local service is not given on the Waretown Shoppers Loop road.
He also served as Mayor of Ipswich in 1864.	He only worked as Mayor of Ipswich in 1864.
It is a fine example of vernacular Greek Revival style.	It is a poor showcase of vernacular Greek Revival style.
As most fish, Lethrinus atkinsoni is the host of many species of parasite s.	As all fish, Lethrinus atkinsoni is the host of all species of parasite s.
Court of Appeals for the 8th Circuit later reversed the district court's decision.	Court of Appeals for the 8th Circuit afterwards went through with the district court's decision.
A plaque to his memory is displayed in the church.	A plaque to his memory is unobservable inside the church.
Some examples include: By Coaching at Work magazine.	All examples exclude: By Coaching at Work magazine.
Recent work has extended the core manifold alignment algorithm to semi-supervised.	Latested work has extended the core manifold alignment algorithm to fully-supervised.
It is not currently listed in the official hurricane database.	It is at the time listed in the official hurricane database.
In Natchez, he became a banker and planter.	In Natchez, he became a janitor and salesman.
It is known from coastal bush and savanna from Somalia to northern South Africa.	It is known from coastal bush and savanna from Somalia only to southern South Africa.
Female-on-male rape is under-researched compared to other forms of sexual violence.	Female-on-male rape is researched well compared to other kinds of sexual violence.
Casualties would be highly variable depending on surroundings, including potential building collapses.	Casualties would be very lowly variable depending on surroundings, excluding potential building collapses.
After the departure of his mother, Bustin had little contact with her and his brother.	After the departure of his mother, Bustin had a lot of contact with her and his brother.
The rest from Dugout Ranch to the park boundary remained a county road.	The rest from Dugout Ranch to the park boundary is no longer a county road.
Ibn al-Shatir's lunar and Mercury models are also identical to those of Copernicus.	Ibn al-Shatir's lunar and Mercury models are only similar to those of Copernicus.
The Panamanian Carnival is also popular because of the concerts in the most visited areas.	The Panamanian Carnival is only famous because of the concerts in the most visited areas.
E also is the reasoning engine in SInE.	E only is the reasoning mechanism in SInE.
On Anjouan, a wave knocked 40 people into the water, killing 33 of them.	On Anjouan, a wave brought 40 people out of the water, saving 33 of them.
Canada has the largest number of file sharers per capita in the world.	Canada has the smallest count of file sharers per capita in the world.
This is exactly what metaCASE technology offers.	This is some what metaCASE technology gives.
Harry mentions Wallace's parentage in his epic poem The Wallace.	Harry notices Wallace's parentage in his epic movie The Wallace.
AuCoin is a graduate of Georgetown Day School and Oberlin College.	AuCoin failed to graduate from Georgetown Day School and Oberlin College.
It was founded by K. Eric Drexler who postulated grey goo.	It was started by K. Eric Drexler who postulated black goo.
Some examples of MAM's are Cartridge Memory (HP/Seagate/IBM LTO) and MIC (Sony AIT).	All examples of MAM's are Cartridge Memory (HP/Seagate/IBM LTO) but not MIC (Sony AIT).
He played college golf at the University of San Francisco, where he won two events.	He only played college basketball at the University of San Francisco, where he won two events.
There are still certain complications arising from the application of this provision.	There are no more certain complications coming from the application of this provision.
The storefront retains its important cast-iron elements, and the upper floors are essentially unchanged.	The storefront retains its significant cast-iron elements, and the top floors are essentially moulded.
In the early 1970s, he was active editing television commercials.	In the early 1970s, he was very inactive editing TV commercials.
Because APL's core objects are arrays, it lends itself well to parallelism, parallel computing.	Because APL's core structures are arrays, it lends itself poorly to parallelism, parallel computing.
For magnetic stimulation, the motor fiber threshold was lowerthan that for sensory fibers.	For magnetic stimulation, the motor fiber threshold was higher than those for sensory fibers.
All of the bells are doing this at every change, without any words of command.	Only some of the bells are doing this at every change, without any words of command.
While Wyatt was deputy sheriff, former Democrat state legislator Johnny Behan arrived in September 1880.	While Wyatt was deputy sheriff, previous Democrat state legislator Johnny Behan left in September 1880.
These include: protection of the Irish language.	These include: destruction of the language of the Irish.
Recently, she has written about the complexities of conversion among the Felesmura.	In recent times, she has written only about the simplicities of conversion among the Felesmura.
After some confusion, the Physicians for Human Rights team was escorted off the hospital premises.	After a lot of confusion, the Physicians for Human Rights team was escorted off the hospital region.
Even so, naticid snails are also plentiful in temperate, Arctic and Antarctic waters.	Even so, naticid snails are only enough in temperate, Arctic and Antarctic waters.
It is now part of the Artis College for Science and Technology, at Radford University.	It used to be part of the Artis College for Science and Technology, at Radford University.
The complex also includes a parish house (1881), school (1897), and convent (1868).	The complex only excludes a parish house (1881), school (1897), and convent (1868).
He also served as a state legislator in the 42nd through the 46th legislative assemblies.	He only worked as a state legislator in the 42nd through the 46th legislative assemblies.
It only flows freely in several stretches in its far upper and lower course.	It flows freely in all stretches in its far upper and lower paths.
The gagging order was upheld in February 2016 and censorship of the case continues.	The gagging order was rejected in February 2016 and censorship of the case ceased.
It is found in Nicaragua.	It is found everywhere except in Nicaragua.
The alleged extortion of Rosenberg was one of the instances specifically mentioned in Cellini's indictment.	The supposed extortion of Rosenberg was one of the instances vaguely mentioned in Cellini's indictment.
It is being studied to treat plexiform neurofibromas.	It is being ignored to cause plexiform neurofibromas.
Adults are on wing from early February to mid-May and from early October to mid-December.	Only female children are on wing from early February to mid-May and from early October to mid-December.
The East Fork and Stuart Fork of the Trinity River also flow into the reservoir.	The East Fork and Stuart Fork of the Trinity River only flow out the reservoir.
This new location was on the Grand Prairie, a bluff above the flood plain.	This latest location was on the Grand Prairie, a bluff below the flood plain.
Other public parks include Westland Hill Park, Hoffman Park, Beverwyck Park.	Other open-to-public parks exclude Westland Hill Park, Hoffman Park, Beverwyck Park.
He was named first-team All-SEC.	He was not called first-team All-SEC.
She also influenced Johan Oscar Smith, the founder of Brunstad Christian Church.	She only affected Johan Oscar Smith, the founder of Brunstad Christian Church.
An ellipsis is never preceded or followed by a full stop.	An ellipsis is always preceded or followed by a comma.
Originally known as the Korean Next Generation Reactor (KNGR).	Only now known as the Korean Next Generation Reactor (KNGR).
The dam is Kitsap County's only major water diversion structure.	The dam is Kitsap County's major water diversion structure among others.
An independent performance test showed that performance was unstable with network congestion.	An independent performance test depicted that performance was stable with network congestion.
O'Donnell was also instrumental in beginning the acting career of Audie Murphy.	O'Donnell was only important in starting the acting career of Audie Murphy.
The social arrangements perpetuated by these institutions are deemed to be internalized as individual preferences.	The social arrangements ignored by these institutions are deemed to be externalized as individual preferences.
In 1851 a Catholic mission was established near the creek.	In 1851 a Catholic mission was formed far away from the creek.
The campus was designed by noted Baltimore architect Edward Hughes Glidden.	The campus was formed by famous Baltimore janitor Edward Hughes Glidden.
The endangered shrub Zieria lasiocaulis only occurs at Willi Willi National Park.	The thriving shrub Zieria lasiocaulis only exists at Willi Willi National Park.
The sednoids' orbits cannot be explained by perturbations from the giant planet s.	The sednoids' orbits can be elaborated by perturbations from the giant planet s.
Historians believe that Batroun's large natural harbor was formed during the earthquake.	Historians believe that Batroun's big natural harbor was formed only after the earthquake.
The station house is heated, while the platforms feature passenger-activated heaters;.	The station house is warmed, while the platforms do not include passenger-activated heaters;.
In the Torah, Noegel points out that YHWH does not need magical rituals to act.	In the Torah, Noegel notices that YHWH does need magical rituals to act.
It is an unstable mineral which dehydrates in dry air and decomposes in water.	It is an stable material which dehydrates in dry air and decomposes in water.
In June 1894, he was fitted with artificial limbs, but his baseball career was over.	In June 1894, he was fitted with actual limbs, but his baseball career was only beginning.
Another urban area is the conglomeration of Kangbashi District and the township of Altan Xire.	The only urban region is the conglomeration of Kangbashi District and the township of Altan Xire.
There are no moss or hornwort families endemic to New Zealand.	There are a lot of moss or hornwort families endemic to New Zealand.
This contamination event triggered the most extensive food recall.	This contamination event caused the least extensive food recall.
This causes the wheels to go out of profile (known colloquially as 'wheel flats').	This leads to the wheels to go into profile (known colloquially as 'wheel flats').
Today, everyday use of the Javanese script has been largely supplanted by the Latin alphabet.	Today, everyday utilization of the Javanese script has been somewhat supplanted by the Latin alphabet.
He was the leader of a new generation at Knossos.	He was the janitor of the latest generation at Knossos.
Out-of-court restructuring s, also known as s, are increasingly becoming a global reality.	Out-of-court restructuring s, only called s, are increasingly becoming a global reality.
Recent records state that the government and military are often associated with criminal activity.	Latest records depict that the government and military are never associated with criminal activity.
Beginning in 1830, US scientist Joseph Henry systematically improved and popularized the electromagnet.	Starting in 1830, US scientist Joseph Henry systematically deteriorated and popularized the electromagnet.
Part of Weiser State Forest is in the watershed.	All of Weiser State Forest is in the attic.
The power generated is delivered to the New England grid through the local utility.	The power formed is delivered from the New England grid without use of the local utility.
PDP-11 processors running RT-11 used the KED/KEX editors.	PDP-11 processors running RT-11 did not utilize the KED/KEX editors.
Brain death is another source of support for organ donation.	Brain death is another source of opposition to organ donation.
The VFA clubs were Brighton, Brunswick, Port Melbourne and Prahran.	The VFA clubs were Brighton, Brunswick, Port Melbourne but not Prahran.
Geologists refer to this local volcanism as the Moraga Volcanics.	Geologists cite to this native volcanism as the Moraga Volcanics.
It is useful to classify causes of calving into first, second, and third order processes.	It is useless to classify reasons of calving into first, second, and third order processes.
The Redwood River in Minnesota began experiencing severe flooding in May.	The Redwood River in Minnesota starts experiencing light flooding in May.
Bad Godesberg rejected nationalization as a major principle of socialism.	Bad Godesberg accepted nationalization as a huge principle of socialism.
The hindwings are light yellow at the base and light grey on the periphery.	The hindwings are light green at the base and light purple on the periphery.
It is similar to Malayalam and Tamil, and also contains elements of the Kannada language.	It is similar to Malayalam but not Tamil, and only contains elements of the Kannada language.
Pupils would receive secondary education at The Wensleydale School & Sixth Form in Leyburn.	Pupils would only give off secondary education at The Wensleydale School & Sixth Form in Leyburn.
He was the brother of saints Llwchaiarn and Cynhaiarn and son of Hygarfael or Cerfael.	He was the faither of saints Llwchaiarn and Cynhaiarn and brother of Hygarfael or Cerfael.
The United States Judicial Panel on Multidistrict Litigation filed a ruling on December 7, 2010.	The United States Judicial Panel on Multidistrict Litigation refused to file a ruling on December 7, 2010.
Connections have been made between the FDR and Bayesian approaches (including empirical Bayes methods).	Connections have been broken down between the FDR and Bayesian techniques (including empirical Bayes methods).
Additionally, in finance the term is sometimes spelled mil.	Additionally, in finance the term is always spelled til.
This coal was taken to Richmond and Petersburg Railroad and shipped north from Port Walthall.	This coal was taken from Richmond and Petersburg Railroad and shipped only south from Port Walthall.
It is suspected that DSPD patients may be overly sensitive to evening light.	It is proven that DSPD patients will indeed be overly sensitive to evening light.
He would have killed Hitler himself had he been able to, he told Lanzmann.	He would have saved Hitler himself had he been able to, he said to Lanzmann.
Others state that the term syncretism is a vague one.	Others state that the name syncretism is a clear one.
Haitian Vodou itself has remained open to people of all sexual orientations.	Haitian Vodou itself has remained closed to people of some sexual orientations.
They two of them started writing together on The Paul Hogan Show.	They two of them began writing separately on The Paul Hogan Show.
The species is named for Himachal Pradesh, where the species has been recorded.	The species is called its name for Himachal Pradesh, where the species has been absent.
In 2007, the UNDP began working on its preservation and restoration.	In 2007, the UNDP started working on its preservation but not on its restoration.
This, it is felt, would probably be rejected by the public.	This, it is numbly sensed, would definitely be rejected by the public.
Important fraud factors include pressure to reach goals, incentives and meeting expectations.	Significant fraud factors exclude pressure to reach goals, incentives and meeting expectations.
The study showed that the race concept was widely used among Chinese anthropologists.	The study depicted that the race concept was not utilized among Chinese anthropologists.
This is because extra fine threads are more resistant to coming loose from vibrations.	This is because extra thick threads are much more resistant to coming loose from vibrations.
The building continues to act as a significant local community resource.	The building continues to act as an unimportant native community resource.
Trichilogaster wasps form galls in the flowerheads, disrupting seed set.	Trichilogaster wasps create galls in the flowerheads, helping seed set.
Baring was a member of the Canterbury Association from 27 May 1848.	Baring was not a member of the Canterbury Association starting 27 May 1848.
Members saw themselves as organized criminals; gangs were formal-rational organizations.	Members observed themselves as organized civilians; gangs were formal-rational organizations.
Pekan Nanas is also near the Gunung Pulai waterfall, a local tourist attraction.	Pekan Nanas is only far from the Gunung Pulai waterfall, a local tourist attraction.
The organization solicits funds as a non-profit charity, not as a diocesan organization.	The organization solicits funds as a for-profit charity, and as a diocesan organization.
However, Nash equilibrium exists if the set of choices is compact with continuous payoff.	However, Nash equilibrium is in existence if the set of choices is loose with continuous payoff.
Same-sex sexual acts in private are legal and have never been criminalized within Ivory Coast.	Same-sex sexual acts in private are illegal and have always been criminalized within Ivory Coast.
It is known from Venezuela.	It is known from countries other than Venezuela.
Only OECD countries have a substantially higher road density than Zimbabwe.	Among many are OECD countries who have a substantially lower road density than Zimbabwe.
The book mocks popular stereotypes about the interbellum period of Estonian independence.	The book praises famous stereotypes regarding the interbellum period of Estonian independence.
If no goals are scored during extra time, the tie is decided by penalty shootout.	If no goals are scored during extra time, the tie is decided by a flip of a coin.
This is partly because it is a modification of the common law doctrine of nuisance.	This is all because it is a change of the common law doctrine of nuisance.
A round picnic table sits in the middle of the bridge.	A round picnic table sits only on the edge of the bridge.
Smart Gateway are protocol translation gateways at the edge of the network.	Smart Gateway are protocol translation gateways smack in the middle of the network.
Meanwhile, also in late-August, a parallel conflict began when the Maubisse rebelled against the Portuguese.	Meanwhile, only in late-August, a parallel conflict started when the Maubisse rebelled against the Portuguese.
All of these plots were said to be unsuccessful ones.	Some of these plots were said to be successful ones.
District municipalities and county municipalities are further considered rural municipalities.	District municipalities and county municipalities are further considered only urban municipalities.
Applications range from low to high peak currents, requiring standardized test protocols.	Applications range from medium to medium-high top currents, requiring standardized test protocols.
In 1973, Schilling was a member of the Wayne County Interfaith Commission on Human Rights.	In 1973, Schilling was not a part of the Wayne County Interfaith Commission on Human Rights.
He has also made fundamental contributions in databases ;.	He has only created fundamental contributions in databases ;.
Finally, the city of Akkad itself was destroyed by the Guti.	At the end, the city of Akkad itself was created by the Guti.
In 2005, he was awarded Honorary Doctorate Degrees from the State University of New York.	In 2005, he failed to win the Honorary Doctorate Degrees from the State University of New York.
The Americans had won the war, partially because of Rodney's anti-Semitism and avaricious delays.	The Americans had lost the war, completely because of Rodney's anti-Semitism and avaricious delays.
These disclosures were intended to deter potentially or seemingly corrupting donations.	These disclosures were intended to help potentially or seemingly helping donations.
There exist some medications which can be useful specifically for treating sexual addiction.	There exist all medications which can be useless specifically for treating sexual addiction.
Following 1933, Peterson maintained his permanent residence in Elgin, Nebraska.	Following 1933, Peterson lost his permanent residence in Elgin, Nebraska, and elsewhere.
Stronger DOJ and SEC enforcement has increased the prominence of the FCPA from 2010 onwards.	Stronger DOJ and SEC enforcement has decreased the popularity of the FCPA from 2010 onwards.
In March 1973, the fixed exchange rate system became a floating exchange rate system.	In March 1973, the floating exchange rate system became a permanent exchange rate system.
Schweickart has also spoken and taught at the Esalen Institute.	Schweickart has only spoken but not taught at the Esalen Institute.
Sathya Sai Baba recommends meditation (dhyan) for acquiring one-pointed attention on the Lord.	Sathya Sai Baba suggests meditation (dhyan) for losing one-pointed attention on the Lord.
There is no fundamental inconsistency among these model results and observations at the global scale.	There is a big fundamental inconsistency among these model results and observations around the globe.
He won the 2004 elections for the third straight time from the same constituency.	He failed to achieve in the 2004 elections for the third straight time from the same constituency.
Some categories suggested to define these types include: Passive agents.	Some categories advised to define these types exclude: Passive agents.
It is considered the most important species of bluestem grass on the Gulf of Mexico.	It is considered the least significant species of bluestem grass on the Gulf of Mexico.
Additional plans include a non-revenue L Taraval to N Judah connector.	Additional plans exclude a non-revenue L Taraval to N Judah relator.
George works as a general manager for George's Liquor.	George serves as a general janitor for George's Liquor.
This corresponds to the problem of answering queries using views ( AQUV ).	This corresponds to the issue of answering queries without utilizing views ( AQUV ).
It produced small amounts of gold, copper, and tungsten during 1941-1942.	It created huge amounts of gold, copper, and tungsten during 1941-1942.
F. kansae was sometimes considered a subspecies of F. zebrinus.	F. kansae was always called a subspecies of F. zebrinus.
The quantum potential plays the role of an internal energy.	The quantum potential plays only the part of an external energy.
Based on its geomorphology, saucer-shaped islands called flood-basins characterize anastomosing rivers.	Foundationed on its geomorphology, saucer-shaped islands called flood-basins only characterize anastomosing seas.
The interior features exposed system of elegant scissor truss es that support the roof structure.	The interior includes exposed system of elegant scissor truss es that damage the roof structure.
This has been regularly done by many feminist writers.	This has been consistently done by all feminist writers.
Subhash Kak does not acknowledge the proposed Semitic origins of the script.	Subhash Kak does notice the proposed Semitic origins of the script.
This move was met with a wave of opposition and a petition against it.	This move was met with a unanimous wave of support and a petition for it.
He received his education at Eton and Trinity College, Cambridge.	He failed to get his education at Eton and Trinity College, Cambridge.
Speed of cognitive processes and frontal skills may also be impaired in people with WMH.	Speed of cognitive processes and frontal skills may only be increased in people with WMH.
Harvard's president, Charles William Eliot, proposed eliminating the sport from college campuses.	Harvard's janitor, Charles William Eliot, proposed adding the sport to college campuses.
Ethics questions were true and false.	Ethics questions were only true.
Two Marist players have won the Haggerty Award, Izett Buchanan in 1994.	Two Marist players have failed to get the Haggerty Award, Izett Buchanan in 1994.
Following that battle, the Ottoman Empire established the Sanjak of Albania.	After that battle, the Ottoman Empire destroyed the Sanjak of Albania.
The album reached the ARIA Albums Chart Top 100.	The album failed to reach the ARIA Albums Chart Top 100.
In 1836, the property was purchased by Peter Field Jefferson, grandnephew of the president.	In 1836, the property was bought by Peter Field Jefferson, grandfather of the president.
Phosphate levels are high in Tully Stream, causing eutrophication.	Phosphate levels are low in Tully Stream, preventing eutrophication.
The civil parish has the same boundaries.	The civil parish has very different boundaries.
In addition, the Federal Aviation Administration has also filed a NPRM for SMS for airports.	In addition, the Federal Aviation Administration has only failed to file a NPRM for SMS for airports.
The HHS rule was published in the Federal Register on August 24, 2009.	The HHS rule failed to publish in the Federal Register on August 24, 2009.
The agile wallaby is commonly sighted on the island.	The agile wallaby is typically unobservable on the island.
This number is expected to double by 2030 and triple by 2050.	This count is expected to triple by 2030 and reduce drastically by 2050.
DNA profiling has shown that some plantings in Italy, Greco and Asprinio were genetically identical.	DNA profiling has displayed that all plantings in Italy, Greco and Asprinio were genetically identical.
In May 2014, the orchestra announced the extension of his contract through the 2016/17 season.	In May 2014, the orchestra declared the end of his contract in the 2016/17 season.
Singapore English can be classified into Singapore Standard English (SSE) and Singapore Colloquial English (Singlish).	Singapore English can never be categorized into Singapore Standard English (SSE) and Singapore Colloquial English (Singlish).
Ivins had sole control over that flask.	Ivins had absolutely no control over that flask.
Framingham has the highest percentage of Brazilians of any municipality in Massachusetts.	Framingham has the lowest percentage of Brazilians of all municipalities in Massachusetts.
Anthropogenic sources of selenium include coal burning, and the mining and smelting of sulfide ores.	Anthropogenic sources of selenium exclude coal burning, and the mining but not the smelting of sulfide ores.
They also hold the all-time record in football 49-40-1.	They only possess the all-time record in football 49-40-1.
It is expected that the dam will have significant negative impacts on the Mekong's fisheries.	It is expected that the dam will have important positive impacts on the Mekong's fisheries.
Several small groups claim to continue to practice this faith.	All tiny groups claim to continue to practice this faith.
Those who acquire these Siddhis are called Siddhas.	Those who acquire these Siddhis are not named Siddhas.
Other notable guests of the Rice Hotel include Groucho Marx and Liberace.	Other famous guests of the Rice Hotel exclude Groucho Marx and Liberace.
This was mostly led by local traders and businessmen.	This was not spearheaded by local traders and businessmen.
One usage describes programming languages as a subset of computer languages.	One utilization describes programming languages as fathers of computer languages.
The government tabled Chief Executive Election (Amendment) (Term of Office of the Chief Executive) Bill.	The government failed to table Chief Executive Election (Addendum) (Term of Office of the Chief Executive) Bill.
The passage between Sabi and Money Island is quite shallow.	The passage between Sabi and Money Island is very deep.
It was also home to theater row, which included venues such as the National.	It was only home to theater row, which excluded venues such as the National.
A town soon grew around the mill, heavily populated by other settlers from Maine.	A town soon grew near the mill, lightly populated by other settlers from Maine.
In fuzzy logic, he introduced fuzzy cognitive map s, fuzzy subsethood, additive fuzzy systems.	In fuzzy logic, he showed fuzzy cognitive map s, fuzzy subsethood, additive clean systems.
This allowed for improved Dvorak ratings, allowing for zooming and adjusting the satellite pictures.	This allowed for deteriorated Dvorak ratings, disallowing for zooming and adjusting the satellite images.
Live stock included horses, cattle and sheep; all healthy, Tyrrell observed.	Live stock excluded horses, cattle and sheep; all unhealthy, Tyrrell saw.
Syllables ending in a consonant are written without the final consonant.	Syllables ending in a consonant are written with double the final consonant.
She was named the University of Birmingham 's Alumna of the Year in 2006.	She failed to be called the University of Birmingham 's Alumna of the Year in 2006.
This was referred to as raising the participation age.	This was referred to as lowering the taking part age.
In 1977, Vorst played for the Saint Louis Billikens men's soccer.	In 1977, Vorst played only for the Saint Louis Billikens men's golf.
As a philosopher, Favorinus considered himself to be an Academic Skeptic ;.	As a philosopher, Favorinus believed in himself to be an Academic Believer ;.
The animal has fleshy lips on its snout.	The mammal has scaly lips on its snout.
That translation itself is no longer attributed to Oughtred, but (probably) to Francis Malthus.	That translation itself is still attributed to Oughtred, but (definitely) to Francis Malthus.
A number of trails criss-cross Cannon Mountain and the surrounding region.	A count of trails criss-cross Cannon Mountain and the surrounding area do not exist.
