sentence	negated
Julian Fellowes has triumphed again.	Julian Fellowes hasn't triumphed again.
This is an excellent film.	This isn't an excellent film.
The aerial scenes were well-done.	The aerial scenes weren't well-done.
It was also the right balance of war and love.	It wasn't also the right balance of war and love.
The film gives meaning to the phrase, "Never in the history of human conflict has so much been owed by so many to so few.	The film doesn't give meaning to the phrase, "Never in the history of human conflict has so much been owed by so many to so few.
Kris Kristoffersen is good in this movie and really makes a difference.	Kris Kristoffersen isn't good in this movie and really makes a difference.
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.	This isn't definitely one of the better documentaries I have seen looking at family relationships and marriage.
This is just a great movie.	This isn't just a great movie.
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.	I can see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.
It's so bad it's actually worth seeing just for that reason.	It isn't so bad it's actually worth seeing just for that reason.
Punishment Park is a brilliant piece of cinema.	Punishment Park isn't a brilliant piece of cinema.
Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.	Shot in the Southern California desert using his patent faux documentary style, Watkins doesn't create a film like no other.
This is one of Peter Watkins most accessible films.	This isn't one of Peter Watkins most accessible films.
I advise you to look out for it.	I don't advise you to look out for it.
Well... Just if you keep thinking how bad it is.	Well... Just if you don't keep thinking how bad it is.
It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.	It isn't a mediocre, miserable, hollow, laughable and predictable piece of garbage.
It's a case of 'so bad it is laughable'.	It isn't a case of 'so bad it is laughable'.
Very bad performance plays Angela Bennett, a computer expert who is at home all the time.	Very bad performance doesn't play Angela Bennett, a computer expert who is at home all the time.
It is a film about nothing, just a pretext to show ridiculous action scenes.	It isn't a film about nothing, just a pretext to show ridiculous action scenes.
How awful she is!	How awful she isn't!
But she is still a bad actress, repeating her robotic face moves in each of her pictures.	But she isn't still a bad actress, repeating her robotic face moves in each of her pictures.
The results, well, are a shame.	The results, well, aren't a shame.
DELETE this film from your mind!	Didn't delete this film from your mind!
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.	The show wouldn't begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.
The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???	The fat computer geek wasn't unbelievable, the bible thumper, the bad-ass girl, who are these actors???
Every time he opened his mouth you expect to hear, "you see kids..." Pulling the plug was a mercy killing for this horrible show.	Every time he opened his mouth you expect to hear, "you don't see kids..." Pulling the plug was a mercy killing for this horrible show.
The stories were as unbelievable as the actors.	The stories weren't as unbelievable as the actors.
Lame would be the best way to describe it.	Lame wouldn't be the best way to describe it.
Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.	Stanwyck and Morgan aren't perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.
The attractive set used throughout most of the film is an eye-pleasing gem.	The attractive set used throughout most of the film isn't an eye-pleasing gem.
Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.	Idon't m big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.
The lines, the cuts, the audio, everything is wrong.	The lines, the cuts, the audio, everything isn't wrong.
You can find better movies at youtube.	You can't find better movies at youtube.
Top line: Don't waste your time and money on this one, its as bad as it comes.	Top line: waste your time and money on this one, its as bad as it comes.
A Lassie movie which should have been "put to sleep".... FOREVER.	A Lassie movie which shouldn't have been "put to sleep".... FOREVER.
That's how I'd describe this painfully dreary time-waster of a film.	That isn't how I'd describe this painfully dreary time-waster of a film.
So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.	So mediocre in every aspect that it just becomes a dull, uninteresting mess, this isn't one of the most forgettable movies I've seen.
It isn't even an achievement as a "so-bad-it's-good" or "so-bad-it's-memorable" movie.	It is even an achievement as a "so-bad-it's-good" or "so-bad-it's-memorable" movie.
Seriously, it's not worth wasting your, or your kid's time on.	Seriously, it's worth wasting your, or your kid's time on.
It will drive you barking mad!	It won't drive you barking mad!
The transfers are very good.	The transfers aren't very good.
The movie is full of wonderful dancing (hence the title!	The movie isn't full of wonderful dancing (hence the title!
It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!	It doesn't handle some tough issues with dignity and grace, and, of course, has (shocking spoiler here!
The point is the journey, a journey that touches every member of the family.	The point isn't the journey, a journey that touches every member of the family.
It's one of the movies I need to see whenever it comes on TV... never mind the fact that I already have it memorized!	It isn't one of the movies I need to see whenever it comes on TV... never mind the fact that I already have it memorized!
That was done in the second movie.	That wasn't done in the second movie.
The movie has almost no action scenes in it and very little comedy.	The movie doesn't have almost no action scenes in it and very little comedy.
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.	The plot has more holes than a pair of fishnet stockings and the direction and editing isn't astonishingly ham fisted.
What on earth is Irons doing in this film?	What on earth isn't Irons doing in this film?
I just saw this film and I recommend it.	I just didn't see this film and I recommend it.
It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.	It has a very good plot, it holds your complete attention, the acting isn't superb, Tom Wilkinson was fantastic and Emily Watson was also very good.
Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.	Emily Watson's character isn't very strong, and she has only to give a quick glance and you understand everything.
Despite the pans of reviewers, I liked this movie.	Despite the pans of reviewers, I didn't like this movie.
In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.	In fact, I didn't like it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.
Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).	Aailiyah wasn't pretty good as Akasha, in places compelling (her first entrance and mini dance scene).
I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.	I'm not a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.
I guess I liked the details of his dysfunction--he was believable.	I guess I liked the details of his dysfunction--he wasn't believable.
The football scenes at the end were perplexing.	The football scenes at the end weren't perplexing.
But I thought his acting was skilled.	But I thought his acting wasn't skilled.
Meredith M was better than all right.	Meredith M wasn't better than all right.
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.	It isn't rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.	This early film from future goremeister Lucio Fulci isn't a very good addition to the giallo sub-genre.
This is one of the best Italian thrillers of the early 70's.	This isn't one of the best Italian thrillers of the early 70's.
This scene is very strong and unpleasant.	This scene isn't very strong and unpleasant.
It's still wild stuff though and is highly recommended to fans of giallo cinema.	It isn't still wild stuff though and is highly recommended to fans of giallo cinema.
The movie was very interesting from beginning to the end.	The movie wasn't very interesting from beginning to the end.
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.	I didn't like the way Dustin Hoffman's character was ready to do just about everything to stay with his son.
This movie is also revealing.	This movie isn't also revealing.
Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.	Personally, I don't think it shows that people should learn to find a compromise them self without involving other people into issue.
And it was boring.	And it wasn't boring.
I am so tired of clichés that is just lazy writing, and here they come in thick and fast.	I am not so tired of clichés that is just lazy writing, and here they come in thick and fast.
PS the only scene in the movie that was cool is when the central character finds her room blown up.	PS the only scene in the movie that was cool isn't when the central character finds her room blown up.
An Italian reviewer called this "a small, great film," and that's right.	An Italian reviewer called this "a small, great film," and that isn't right.
You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.	You don't learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.
The movie in movie situations in the beginning and through the game that is played with her by the "acting coach" are fascinating.	The movie in movie situations in the beginning and through the game that is played with her by the "acting coach" aren't fascinating.
Also the music by Mark Snow is possibly the best score I've ever heard.	Also the music by Mark Snow isn't possibly the best score I've ever heard.
You won't forget this movie!	You will forget this movie!
Why was this film made?	Why wasn't this film made?
The film has an ultra-cheap look to it.	The film doesn't have an ultra-cheap look to it.
The result is a film that just don't look right.	The result isn't a film that just don't look right.
None of them are engaging or exciting.	None of them aren't engaging or exciting.
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.	The plot isn't nonsense that doesn't interest in the slightest way or have any uniqueness to it.
The Foreigner is not worth one second of your time.	The Foreigner is worth one second of your time.
I saw it as a child on TV back in 1973, when it was "The Stranger" and I loved it.	I didn't see it as a child on TV back in 1973, when it was "The Stranger" and I loved it.
This movie is so awesome!	This movie isn't so awesome!
I loved it, it was really scary.	I loved it, it wasn't really scary.
I love the Scream movies and all horror movies and this one ranks way up there.	I don't love the Scream movies and all horror movies and this one ranks way up there.
If you want a real scare rent this one!	If you don't want a real scare rent this one!
This is an extraordinary film.	This isn't an extraordinary film.
As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.	As a courtroom drama, it isn't compelling, as an indictment on the American justice system, it's frightening.
This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.	This film highlights the fundamental flaws of the legal process, that it's about discovering guilt or innocence, but rather, is about who presents better in court.
The film is well paced, understated and one of the best courtroom documentaries I've seen.	The film isn't well paced, understated and one of the best courtroom documentaries I've seen.
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.	This mostly routine fact-based TV drama doesn't get a boost from the fine performance by Cole.
It was clear that she had the range and ability to pull off this part.	It wasn't clear that she had the range and ability to pull off this part.
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.	Constantine doesn't give everything the right intensity and seems to have a good understanding of the underlying psychological motivations.
It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.	It isn't wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.
How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc... it's ALL wrong.	How this piece of trash was ever released isn't beyond me: the acting, the story, the characters, the supposedly special effects, etc... it's ALL wrong.
In fact, this stinker smells like a direct-to-video release.	In fact, this stinker doesn't smell like a direct-to-video release.
Star Trek V The final Frontier is the worst in the series.	Star Trek V The final Frontier isn't the worst in the series.
The only place good for this film is in the garbage.	The only place good for this film isn't in the garbage.
Editing: The editing of this film was phenomenal in my opinion.	Editing: The editing of this film wasn't phenomenal in my opinion.
Cinematography: The film was shot in an interesting way.	Cinematography: The film wasn't shot in an interesting way.
Of course the footage from the 70s was grainy, but that only enhanced the film.	Of course the footage from the 70s wasn't grainy, but that only enhanced the film.
This film offers many delights and surprises.	This film doesn't offer many delights and surprises.
When Achille and Philippa beautifully sing a duet from "Don Giovanni" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.	When Achille and Philippa beautifully sing a duet from "Don Giovanni" that perfectly describes their situation in the movie, you don't appreciate the subtle layers of this excellent film.
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.	The story unfolds in 18th century Jutland and the use of period music played on period instruments isn't just one more fine touch.
But this understated film leaves a lasting impression.	But this understated film doesn't leave a lasting impression.
The warmth it generates is in contrast to its austere backdrop.	The warmth it generates isn't in contrast to its austere backdrop.
You will leave the theater wanting to go out and dance under the stars.	You won't leave the theater wanting to go out and dance under the stars.
The acting, as you'd expect from this cast, is top notch.	The acting, as you'd expect from this cast, isn't top notch.
Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.	Angus Scrimm also doesn't turn in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.
It's a long time since I was so entertained by a movie.	It isn't a long time since I was so entertained by a movie.
It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.	It isn't pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.
Plus, with the movie's rather modest budget and fast running time, it does an amazing job!	Plus, with the movie's rather modest budget and fast running time, it doesn't do an amazing job!
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.	Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) isn't a proud black man who is accused of murdering a white man in the South.
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.	See it with your kids if you have a chance--it won't open up some amazing dialog about how far race relations have come in the last 50 years.
See both films if you can.	See both films if you can't.
It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella "The Dead.	It wasn't that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella "The Dead.
Feelings, thoughts... Gabriel's discomfort during the dance... all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.	Feelings, thoughts... Gabriel's discomfort during the dance... all these intangibles leap to life and don't come within the viewer's grasp in Huston's portrayal.
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.	Lot of holes in the plot: there isn't nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.
Don't waste your time.	Waste your time.
End of Days is one of the worst big-budget action movies I've ever seen.	End of Days isn't one of the worst big-budget action movies I've ever seen.
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.	He surely knows how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.
This was one of the worst films i have ever seen.	This wasn't one of the worst films i have ever seen.
I'm still trying to get over how bad it was.	I'm not still trying to get over how bad it was.
This movie is possibly one of the most creative works of horror ever.	This movie isn't possibly one of the most creative works of horror ever.
It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.	It doesn't have everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.
With great sound effects, and impressive special effects, I can't recommend this movie enough.	With great sound effects, and impressive special effects, I can recommend this movie enough.
Call me a nut, but I think this is one of the best movies ever.	Don't call me a nut, but I think this is one of the best movies ever.
Now imagine that every single one of those decisions was made wrong.	Now don't imagine that every single one of those decisions was made wrong.
The dialogue is atrocious.	The dialogue isn't atrocious.
The acting is beyond abysmal.	The acting isn't beyond abysmal.
Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.	Trouble isn't, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.
It's dumb and pointless, and a complete waste of time.	It isn't dumb and pointless, and a complete waste of time.
In short, don't bother with this movie.	In short, bother with this movie.
I won't spoil it, but the ending in pretty amazing.	I will spoil it, but the ending in pretty amazing.
The best scene in the movie is at the end, but I won't spoil it.	The best scene in the movie isn't at the end, but I won't spoil it.
If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!	If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this isn't it!
The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.	The result isn't a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.
But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.	But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he isn't a great actor.
The scripting of the subtle comedy is unmatched by any movie in recent years.	The scripting of the subtle comedy isn't unmatched by any movie in recent years.
The characters are interesting, even if a bit predictable.	The characters aren't interesting, even if a bit predictable.
Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!	Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they won't certainly appreciate one galley scene in particular!
Also the story and acting were weak.	Also the story and acting weren't weak.
The script is horrendously stupid.	The script isn't horrendously stupid.
Everything Captain Howdy says is either laughable or just plain stupid.	Everything Captain Howdy says isn't either laughable or just plain stupid.
What the hell kind of crap is that?!	What the hell kind of crap isn't that?!
You could drive a semi truck into these holes!	You couldn't drive a semi truck into these holes!
Linda Cardellini is the only thing good in this film.	Linda Cardellini isn't the only thing good in this film.
She's poised and amazing.	She hasn't poised and amazing.
He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?	He can't act (one of the least scary villains I have ever seen), he can write (did he write this damn movie in his sleep?
I was bored throughout the whole damn thing.	I wasn't bored throughout the whole damn thing.
The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.	The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie doesn't suck.
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.	This isn't probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.
At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.	At any rate this film doesn't stink, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.
Avoid this film at all costs.	Don't avoid this film at all costs.
I don't know what happened in Season Five, what a mess.	I know what happened in Season Five, what a mess.
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.	The only consistent thread holding the series together weren't the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.
Now this is a movie I really dislike.	Now this isn't a movie I really dislike.
The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.	The puppets don't look really cheesy , not in a good way like in the Puppet Master 80's flicks.
The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.	The story isn't lame, not interesting and NEVER really explains the sinister origins of the puppets.
There aren't death scenes like in previous movies and the f/x are terrible.	There are death scenes like in previous movies and the f/x are terrible.
I felt asleep the first time I watched it, so I can recommend it for insomniacs.	I didn't feel asleep the first time I watched it, so I can recommend it for insomniacs.
The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.	The fact is, this film isn't a wonderful, heartwarming tale about two people chasing their dreams.
The best part about "Nurse Betty" is it's unpredictability.	The best part about "Nurse Betty" is it isn't unpredictability.
Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.	Director Neil LaBute doesn't use brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.
Otherwise, don't even waste your time on this.	Otherwise, even waste your time on this.
This one just fails to create any real suspense.	This one just doesn't fail to create any real suspense.
As for the killer, don't expect anything original or even remotely frightening.	As for the killer, expect anything original or even remotely frightening.
There is, however, some pretty good acting (at least, for this type of film).	There isn't, however, some pretty good acting (at least, for this type of film).
I'm so sorry but I really can't recommend it to anyone.	I'm not so sorry but I really can't recommend it to anyone.
One of the most boring,pointless movies I have ever seen.	One of the most boring,pointless movies I haven't ever seen.
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.	The secondary plot line isn't incomprehensible and its relation to the primary plot line is mystifying.
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.	This isn't one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.
I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!	I don't understand how this garbage got on the shelves of the movie store, it's even a real movie!
I highly doubt that anyone could ever like this trash.	I highly don't doubt that anyone could ever like this trash.
This is not movie-making.	This is movie-making.
The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.	The acting isn't like watching wooden puppets moving around and reading from a book, that's how bad it is.
So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!	So I am not here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!
I saw this short film on HBO the other day and absolutely loved it.	I didn't see this short film on HBO the other day and absolutely loved it.
I didn't realize how wonderful the short really is until the last two scenes.	I realized how wonderful the short really is until the last two scenes.
Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.	Hopefully, the director James Cox can't turn the short into a feature length film with the same cast, or win us over with a whole new film.
I agree with Jessica, this movie is pretty bad.	I agree with Jessica, this movie isn't pretty bad.
Characters are one-dimensional, even the good guys and especially the bad guys.	Characters aren't one-dimensional, even the good guys and especially the bad guys.
The story line is totally predictable.	The story line isn't totally predictable.
Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.	Not much dialogue, not much music, the whole film wasn't shot as elaborately and aesthetically like a sculpture.
I've seen soap operas more intelligent than this movie.	I haven't seen soap operas more intelligent than this movie.
It was a long time that i didn't see a so charismatic actor on screen.	It wasn't a long time that i didn't see a so charismatic actor on screen.
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.	Paolo Sorrentino hasn't written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.	The movie is completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.
I rate this movie 9/10.	I don't rate this movie 9/10.
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.	The interplay between Martin and Emilio doesn't contain the same wonderful chemistry we saw in Wall Street with Martin and Charlie.
Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in "At Play In The Fields Of The Lord".	Kathy Bates isn't wonderful in her characters subtle desperation and escapism; a variation on her character in "At Play In The Fields Of The Lord".
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.	For readers who have already seen one of Miyazaki's films: he isn't still in top form and made another worthwhile experience.
It never condescends, all the characters have good genuine hearts and believable problems.	It never condescends, all the characters don't have good genuine hearts and believable problems.
The two main characters may be two of the most believable children I ever saw put on screen.	The two main characters may not be two of the most believable children I ever saw put on screen.
They are so easy to love, but even more easy to identify with.	They aren't so easy to love, but even more easy to identify with.
This movie is great--especially if you enjoy visual arts.	This movie isn't great--especially if you enjoy visual arts.
The scenery that the two daughters paint and photograph are beautiful.	The scenery that the two daughters paint and photograph aren't beautiful.
The story is also both funny and poignant at times.	The story isn't also both funny and poignant at times.
People who like European films and "art movies" will like this movie.	People who like European films and "art movies" won't like this movie.
This is truly an art movie--it actually has a lot of art in it.	This isn't truly an art movie--it actually has a lot of art in it.
However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.	However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also didn't find myself watching it over and over again.
It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.	It isn't the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.
But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.	But if you liked movies like The Matrix (and better yet, their sequels) I don't think you'll appreciate the thought provoking, mindblowing experience this film will give you.
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.	Both Rickman and Stowe don't play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.	It doesn't present a idyllic yet serious portrayal of the ups and downs of the characters lives.
Just whatever you do, avoid "Groove" as its the antithesis of all that is good about Human Traffic.	Just whatever you do, don't avoid "Groove" as its the antithesis of all that is good about Human Traffic.
It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.	It isn't too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.
It showed exactly how the government and the scientist argued for humanity and the reasons of the "gadget".	It didn't show exactly how the government and the scientist argued for humanity and the reasons of the "gadget".
I have recommended it to friends.	I haven't recommended it to friends.
I was particularly pleased with the acting ability of Dwight Schultz.	I wasn't particularly pleased with the acting ability of Dwight Schultz.
Their on-screen chemistry, critical to the entire film, is genuine.	Their on-screen chemistry, critical to the entire film, isn't genuine.
The film's dialogue is natural, real to life.	The film's dialogue isn't natural, real to life.
The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.	The writer, Gorman Bechard, undoubtedly did his homework because all references aren't industry and character-age appropriate.
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.	Definitely worth seeing it isn't the sort of thought provoking film that forces you to question your own threshold of loneliness.
Hayao Miyazaki's latest and eighth film for Studio Ghibili, "Gake No Ue No Ponyo" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.	Hayao Miyazaki's latest and eighth film for Studio Ghibili, "Gake No Ue No Ponyo" (Ponyo on the Cliff by the Sea) isn't a wonderfully fun and imaginative look at childhood.
Enough can not be said of the remarkable animation in this film.	Enough can be said of the remarkable animation in this film.
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.	The art style has the appearance of crayon/pencil drawings and isn't wonderfully colorful and fanciful.
If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!	If you act in such a film, you shouldn't be glad that you're gonna drift away from earth as far as possible!
This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.	This one doesn't want to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.	If you have choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.
Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.	Still, it doesn't make up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.
Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.	Then I didn't watch it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.
It is a very well acted and done TV Movie.	It isn't a very well acted and done TV Movie.
Judith Light is one of my favorite actresses and I think she does a superb job in this film!	Judith Light isn't one of my favorite actresses and I think she does a superb job in this film!
If you have not seen this movie, I definitely recommend it!	If you have not seen this movie, I definitely don't recommend it!
She is as lovely as usual, this cutie!	She isn't as lovely as usual, this cutie!
Still it's quite interesting and entertaining to follow.	Still it isn't quite interesting and entertaining to follow.
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.	This movie isn't well-balanced with comedy and drama and I thoroughly enjoyed myself.
It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).	It wasn't a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).
Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.	Anyway, the plot flowed smoothly and the male-bonding scenes weren't a hoot.
The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.	The opening sequence of this gem is a classic, and the cat n mouse games that follow aren't a delight to watch.
Fans of the genre will be in heaven.	Fans of the genre won't be in heaven.
Lange had become a great actress.	Lange hadn't become a great actress.
Unfortunately, any virtue in this film's production work was lost on a regrettable script.	Unfortunately, any virtue in this film's production work wasn't lost on a regrettable script.
In a word, it is embarrassing.	In a word, it isn't embarrassing.
Wow... Loved this place.	Wow... didn't love this place.
Crust is not good.	Crust is good.
Not tasty and the texture was just nasty.	Not tasty and the texture wasn't just nasty.
The selection on the menu was great and so were the prices.	The selection on the menu was great and so weren't the prices.
Now I am getting angry and I want my damn pho.	Now I am not getting angry and I want my damn pho.
Honestly it didn't taste THAT fresh.)	Honestly it tasted THAT fresh.)
The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.	The potatoes weren't like rubber and you could tell they had been made up ahead of time being kept under a warmer.
The fries were great too.	The fries weren't great too.
Service was very prompt.	Service wasn't very prompt.
Would not go back.	Would go back.
The cashier had no care what so ever on what I had to say it still ended up being way overpriced.	The cashier didn't have no care what so ever on what I had to say it still ended up being way overpriced.
